GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
1582791,BELLE PO CREME DE VISAGE,5,1,"3,020",
1582781,BELLE PO LAIT EXTRA,8,2,"4,700",
2475683,BELLE PO SAVON GOMMANT EXTR + P/500G,2,1,"4,700",
1582771,BELLE PO SAVON GOMMANT EXTRA 500G,1,1,"4,700",
1578111,BI OIL HUILE SOIN NAT 125ML,1,0,"12,400",
6400686,BIEN ETRE COL NATURE FL/250ML,1,0,"5,710",
6135362,BIODERMA SEBIUM PORE REFINER T/30ML,1,0,"12,080",
1391981,C PLUS GANT DOUCEUR CORPS,2,2,"1,890",
1670621,C PLUS GANT EXFO GAUFR EPAIS,4,0,"1,890",
6079001,CERAVE CR LAV HYD F/236ML,1,1,"7,590",
8596239,CERAVE GEL MOUSS NETT F/236ML,4,1,"9,805",
1625961,CERAVE LAIT HYDRA 437ML,5,1,"13,640",
1627631,CHAMOIS LAIT CLARIFIANT 250 ML,1,0,"3,780",
2270241,CHANTAL ROJANE ALTESSE             ,2,0,"2,700",
8717134,CHATEAU ROUGE LAIT ECLAT ANTI-TACHE CH/400ML,1,0,"23,805",
8244150,CLAIRISSIME CREME ECLAIRC F/50ML,2,1,"3,505",
1579881,CLARABEL LAIT ANTI TACHE 400ML,5,0,"2,270",
1442581,CLARABEL LAIT APAIS 400ML,8,1,"2,270",
1442591,CLARABEL LAIT NUTRI 250ML,15,2,"1,410",
2475349,CLARABEL LAIT REVITAL 400ML,12,0,"2,665",
1579891,CLARABEL LAIT SOIN VERG 250ML,11,2,"1,410",
1442601,CLARABEL LT NUTRI 400ML,5,2,"2,660",
2289915,CLARIAN CLARTE LAIT ECL 250ML      ,11,2,"4,465",
2285219,CLARIAN LOTION PURIFIANT F/100ML   ,1,2,"3,135",
8173792,CLARIAN SAV GOMMANT 150G,5,2,"1,980",
2296358,CLARIAN SERUM SALIC 2% 100ML       ,2,1,"3,610",
1695311,COUCH CHANG MOLICARE PREM 8GTT TL P/14,1,0,"16,850",
8789375,COUCHE AD SMILEY LAR B/10,15,2,"4,530",
1364251,COUCHE AD SMILEY MED B/12,13,2,"4,140",
8155794,COUP D'ECLAT HUILE CORPS ECL F/100ML,2,2,"2,950",
8156285,COUP D'ECLAT LAIT ANTISEPTIQUE F/250ML,4,2,"3,400",
8155788,COUP D'ECLAT LOTION PURIFIANTE F/125ML,4,0,"2,950",
8155771,COUP D'ECLAT SAVON GOM 250GR,6,1,"1,250",
1653741,CRV BAUME HYDRA 340ML ,1,0,"12,150",
1740001,CRV HYDRA.V SPF30 52ML,5,1,"11,890",
8373551,DAGGER FEM EDP 100ML,2,1,"3,130",
8373545,DAGGER HOM EDP 100ML,6,1,"3,130",
9464244,DEPIWHITE ADVANCED CR DEPIG T/40ML,3,1,"16,720",
8164184,DEPIWHITE LAIT ECLAIRCISSANT F/500ML,2,1,"15,050",
1732831,DESOD VIE FR FLEUR CERISIER 150ML,4,0,720,
1732821,DESOD VIE FR THE VERT CITR T/80G,1,2,720,
1736751,DEXERYL CREME T/250G               ,41,3,"3,790",
2273239,DIADERMINE SAVON 100G,13,3,"1,720",
8316205,DOP SHAM OEUF 100ML,6,4,520,
8213511,DOP SHP FAMILIAL OEUF F/400ML,2,2,"3,720",
8832272,DOVE DEO APAPOMEGRUT,2,1,"2,440",
8832266,DOVE DEO APPLE,1,0,"2,440",
8832214,DOVE DEO INVISBLE,2,0,"2,440",
1607041,DUCRAY ICTYANE ECLAT LAIT F/400ML,1,1,"18,260",
7967484,DUCRAY ICTYANE HD CR EMOLLIENT 50ML,2,1,"11,960",
6126496,DUCRAY ICTYANE LAIT HYDR F/400ML,1,0,"15,750",
6287140,DUCRAY KERACNYL 50 FLUID 50ML,1,1,"11,020",
1623671,DUCRAY KERACNYL PP CREM 30ML,1,1,"10,280",
8556872,EBEN H ENERGIE ACTIVE DEO SPR F/200ML,2,1,"2,295",
1225541,EBENE DEO F KARITE DIVIN 200ML,1,1,"2,160",
8556777,EBENE GEL DCH BAOBAB ARGAN 250 ML,13,0,"1,420",
1786571,EBENE GEL DCH GOM COCO VAN 250ML,10,2,"1,280",
1225211,EBENE GEL DCH MORINGA 250 ML,1,0,"1,290",
2274003,EBENE KIT COLOR NOIR HOMME         ,6,2,"3,440",
2288258,ECLADERMA CLAS LAIT ECLAIR 250ML   ,2,2,"3,470",
2289766,ECLADERMA CLAS LOT PURIF 125ML,3,1,"2,490",
1350981,ECLADERMA CLASS KOJIC 170G,20,2,"1,530",
2289737,ECLADERMA CLASSIC HUIL GLYCER 125ML,2,1,"3,470",
8123854,ECLADERMA CLASSIC SAV ANTISEPT 225G,44,4,"1,140",
4533280,ECLADERMA CLASSIC SAVON MENTHOLIS 170G,1,2,"1,485",
5261013,ECLAREVE SAVON MINI 300G,1,1,"1,800",
8151951,ECLAT LIGHT GEL DCH ECLR 250ML,5,1,"2,830",
8351673,ECLAT LIGHT LAIT ECLAIRC 250ML,6,0,"2,815",
8151945,ECLAT LIGHT LOT ANTISEPTIQ F/100ML,1,1,"2,270",
8158120,ECLAT LIGHT SAVON ANTISEPTIQUE PAIN 250G,1,0,"3,000",
8140114,EOL ACTIVA LOT PURIF F/125ML,1,1,"3,400",
8163598,EOL LE SAVON PUR ECLAT 200G,5,2,"2,830",
1692501,ETIAXIL A TRANS ROLLON 50ML,1,1,"7,870",
1488471,EVALONE LAIT CLARIFIANT,1,1,"3,000",
1488461,EVALONE SAVON ILLUMINATEUR ,9,2,"1,250",
2293615,FARETI SAVON PURIFIANT 225G,1,0,"1,510",
30324D,FOREVER ALOE LEVRES  (DETAIL),1,6,"3,000",
8354631,FREESENS SAVON MARSEILLE VANILLE MIEL F/1L,1,0,"9,085",
GD600,GEL DOUCHE ADULTE ,12,4,"4,500",
1299651,GEL+ ANTIBACT BLEU F/450ML,38,2,"1,280",
1299661,GEL+ ANTIBACT BLEU F/70ML,14,0,400,
8629571,GEL+ ANTIBACT INCOLORE F/70ML,4,0,400,
7731008,GLYCERINE DP PHARMA 125ML,3,0,"1,420",
8329461,HUIL PERLE LISS FL 40ML,1,0,"5,170",
2275178,HYDRALISS SAVON 250G,2,1,750,
8819001,INTIMA CR DCHE EXT DOUCE F/200,1,0,"3,370",
8160855,IVANHOE DEO SPR 200ML,1,0,"2,080",
1582891,JOSEPH CLARTE HUILE,3,1,"2,040",
1582881,JOSEPH CLARTE LAITE,16,2,"2,550",
1582871,JOSEPH CLARTE SAVON,28,3,"1,320",
1348411,KLORANE BB GEL CHEV CORP 500M,1,0,"9,275",
1552621,LINGETTE LUNETTE STRATEGIX B/30,11,2,"1,820",
6292939,LRP ANTH CR.SP50+ 50ML,3,2,"14,130",
6221338,LRP LIPI BAUM AP+M 400ML,1,0,"18,950",
1671181,MINOXIDRIL 5% 60ML FL PLAST B3,2,1,"23,690",
2474299,MIRACLES CREM ANTI VERG 250GR,1,0,"5,705",
2474300,MIRACLES CREM RAF BUSTE 250ML,1,1,"5,500",
1676031,MIRACLES GEL BAIN 450ML,9,1,"5,705",
2476836,MIRACLES GEL BAIN GOMMANT 450G,2,1,"5,190",
2474301,MIRACLES GEL CORR KORA 100GR,7,3,"3,630",
1833711,MIRACLES HUI VIT COL 10PC 35ML,5,1,"2,600",
1740691,MIRACLES LAIT CLAR AHA UV 350ML,1,1,"4,570",
2474306,MIRACLES LAIT LUM AHA 350ML,1,0,"6,220",
1740641,MIRACLES SAV CREM CACAO 225GR ,22,3,"1,040",
2475283,MIRACLES SAV KOR CLAR CAR 225GR,1,4,"1,555",
2474294,MIRACLES SAV KOR GOM ABR 250GR,9,4,"2,080",
2474293,MIRACLES SAV VEG SOUFRE 225G,4,2,"2,080",
360055113576,MIXA CREME CICA REPARATION 400ML ,2,0,"8,850",
1563741,MIXA LAIT ECLAT BAUTE SAT F/230ML,1,1,"3,815",
2273340,MONT ST MICHEL EDC AMBREE 250ML,17,2,"5,600",
2273363,MONT ST MICHEL EDC FRAICHE INTENS F/250ML,3,2,"5,580",
2284533,NARTA DEO FR COLOGNE ATO 200ML     ,1,1,"3,140",
8396368,NARTA DEO H PIERRE ALUN SPR F/200,1,1,"3,335",
8140798,NARTA DEO HOM BACTIPUR 200ML,1,1,"3,140",
6113278,NEUTRADERM GEL CREME HYDRAT 400ML,1,1,"15,670",
6037844,NEUTRADERM SAV SURG DERMO 200G,1,1,"3,350",
6413281,NIVEA CREME BT 150ML               ,1,0,"2,695",
8310496,NIVEA DEO BILLE BLACK/WHITE F/50ML,1,0,"1,900",
2271768,NIVEA DEO ROLL DEEP MEN 50ML,5,0,"1,915",
1579431,NIVEA DEO ROLL ON BLCK WHT MEN 50ML,5,0,"1,915",
8165686,NIVEA LAIT COCOA BUTTER 250ML ,27,0,"2,700",
8155995,NIVEA LAIT FAIRNESS 250ML 83805,7,0,"2,655",
2285691,NIVEA LAIT HYDRA RAFF Q10 250ML    ,8,2,"2,760",
8165685,NIVEA LAIT PERFECT ET RADIANT 250ML,12,2,"2,640",
1233431,NIVEA LAIT Q10 400ML,3,0,"3,745",
2473248,NIVEA SPR PEARL BEAUTY 200ML,2,0,"3,050",
7385612,NOBACTER SAV PX SENSIBLE 100G      ,2,1,"4,220",
8546477,NONDOLYSS HUILE PURE FENUGREC F/100ML,2,2,"3,090",
8349966,NOURRICE HUILE HYDR REPAR F/125ML,3,1,"6,000",
0654321,PARICLAIR HUILE CAR CLAR 125ML,1,2,"6,500",
5653,PARICLAIR SAVON GOMMANT,2,3,"1,500",
5789,PARICLAIR SAVON MAXITONE ECL,1,2,"1,500",
1454561,POUXIT LOTION EXTRA FORT 100M,1,1,"9,040",
85696,RHODESCLAIR HUILE F/200ML,2,3,"9,100",
8567232,ROGE CAV GEL BAIN DCHE FLEUR COT F/400ML,4,2,"9,080",
4721188,ROGE CAV GEL SURG BAIN DCHE AMANDE V F/400ML,1,1,"9,060",
6197776,ROGE CAV GEL SURG BAIN DCHE FLEUR COTON F/1L,2,0,"20,880",
4745988,ROGE CAV GEL SURG BAIN DCHE LAIT MIEL F/1L,1,0,"18,725",
1872181,ROGE CAV ORANGER JASMIN 200G/3,1,0,"12,830",
6491376,ROGE CAV SAV LAIT MIEL LOT/3+1OFF,3,0,"14,645",
6491376D,ROGE CAV SAV LAIT MIEL LOT/3+1OFF  (DETAIL),15,1,"3,800",
1872211,ROGE CAV SAV NECTAR  DE MIEL 200G/3,2,0,"12,975",
8186240,ROGER CAVAIL GEL DOUCHE LAIT 200ML,1,1,"5,630",
7778180,ROGER CAVAIL GEL DOUCHE LAIT MIEL F/400ML,8,1,"10,775",
7611333,ROGER CAVAIL GEL DOUCHE SURGRAS AMANDE 400ML,1,0,"11,010",
632323,SAVON ECLAT CLAIR ,105,25,800,
632325,SAVON ECLAT GLYCERINE,8,10,750,
632324,SAVON ECLAT MEDICAL,329,108,750,
632326,SAVON ECLAT NATURE ,12,10,750,
2285780,SAVON FLORA SUPER ANTI MICR 200G,9,0,755,
2285797,SAVON FLORA SUPER ECLAIRC 200G,8,0,755,
0301,SAVON NATHALIA ECLAIRSISSANT ,2,96,700,
0300,SAVON NATHALIA MEDICAL ,108,33,700,
8753791,SAVON ST JEAN L GOM PAIN/200G,1,0,"3,370",
8144307,SAVON ST JEAN L MED CLARIF 200G,17,2,"1,500",
8179694,SEBACTASE CP B/30,1,1,"7,890",
1443191,SEBIONEX LOTION MICEL F/250ML,2,0,"7,010",
1825701,SECALIA BALM 200ML,1,1,"9,690",
8560394,SECALIA BALM BAUME RELI T/200ML ,1,0,"9,925",
8687887,SELECTIX LINGETTES OPTIQUES ,1,1,725,
1364281,SERVIET FEM PERFECT NORM S/14,1,0,570,
1364291,SERVIET FEM PERFECT SUPER S/12,7,2,570,
3010,SERVIETTE FEM MAGNETIC ENERG BLEU B/10,1,1,"4,500",
185,SERVIETTE FEM MAGNETIC ENERG ROSE B/18,1,1,"4,500",
360,SERVIETTE FEM MAGNETIC ENERG VIOLET B/8,1,1,"4,500",
8530973,SHE CLUBBER DEO SPRAY F/150ML,2,1,"2,455",
9994199,SIVODERM CR DEPILATOIRE 60ML,25,3,880,
8151885,SIVODERM CREME DEPILATOIRE 130ML,2,0,"1,610",
8151862,SIVODERM LAIT COLLAGENE 250ML,5,1,630,
8151879,SIVODERM SAV COLLAGENE 150GR,1,2,600,
8151891,SIVODERM SAV HERBAL P/180GR,3,1,745,
9994399,SIVODERM SAVON SOIN P/100G,1,2,520,
6337491,TOPICREM DA GEL SURGRAS F/500ML,1,1,"11,450",
5101935,TOPICREM LAIT ULTRA HYDRA CORPS F/500ML   ,3,1,"12,900",
1667031,TOPICREM MELA  LAIT UNIF U.HYD F/500ML,3,0,"29,205",
3700281704730,TOPICREM MELA CR NUIT ANTI-TACHES 40ML,1,1,"17,350",
1705003,TOPICREM MELA SERUM ECLAT ANTI-TACHES FL/30ML,1,0,"16,975",
8528605,TOPICREM UR-10 CR LISS ANTI RUG F/500ML,1,0,"15,605",
8733305,TOPICREME MELA SERUM ECLAT ANTI TACH/30ML,2,0,"16,995",
8208266,TOUL  HUILE BIOCLAR F/125ML,2,1,"5,920",
8123794,TOUL SAVON BIOCLARIFIANT150G,9,2,"1,140",
1396791,UNIK TEINT GEL DCHE 500ML ,1,1,"6,130",
1396841,UNIK TEINT LAIT ECLAT F/250ML,2,1,"9,470",
1841911,URIAGE BARIEDERM CICA CR 15ML,1,0,"3,660",
1581401,URIAGE CREME LAVANTE F/200ML,1,0,"8,250",
8175549,URIAGE EAU THERM LAIT VELOUTE CORP F/500ML,4,0,"12,710",
8175561,URIAGE GEL SURGRAS F/1L,1,0,"16,180",
8717542,URIAGE HUILE LAVANTE P/100ML,1,0,"19,255",
4393781,URIAGE HYSEAC GEL NETT F/150ML,1,0,"7,570",
7582494,URIAGE KERATOSANE 30 F/40ML,1,0,"9,670",
1168421,URIAGE XEMOSE CREME RELIPID F/400ML,2,0,"20,540",
6027047,URIAGE XEMOSE HLE LAV 500ML,1,1,"16,385",
2025406,VASELINE TUBE 50ML GIL,1,1,"2,750",
8751757,VEGEBOM BEBE LAIT CORP F/400M ,1,0,"11,595",
6409285,VEGEBOM SAVON PURIFIANT 100G                 ,14,3,"2,120",
8174225,VEGEBOM SAVON SURGRAS 100G,15,3,"2,320",
8151520,VEGEBOM SAVON TONIFIANT 100G,3,2,"2,290",
1299381,VIE FRAICHE VETIVER 250ML ,4,1,"1,440",
1299451,VIE FRAICHE VIOLET F/250ML,2,2,"1,385",
,,Nombre d'articles :,226,,
Code Géo :,DETAILS COMP/ GEL/ SACH,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8426046,ALLERGYL 25MG CP B/100,3,0,"3,440",
8426046D,ALLERGYL 25MG CP B/100  (DETAIL),73,9,350,
8130920D,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30  (DETAIL),727,5,150,
2297197,AMITRON 500MG GEL CH 50X10,66,3,"28,600",
8042216D,AMITRON 500MG GEL CH 50X10  (DETAIL),448,18,600,
8087940D,AMLO DENK 10MG CPR B/50 (DETAIL),5,0,"2,300",
2264648D,AMOXICILLINE CIPH 500MG GEL B/240  (DETAIL),27,8,600,
2296105D,AMOXICILLINE CREACIL 500MG B/100X12 GEL  (DETAIL),"2,387",67,900,
8054024D,AMOXICILLINE UBI 500MG GEL (DETAIL),373,5,850,
8054024,AMOXICILLINE UBI 500MG GEL B/10X12,2,3,"8,270",
2296128D,AMPIPHAR 500MG GEL DETAIL          ,341,14,600,
2296128,AMPIPHAR 500MG GELULE B/240        ,1,0,"10,990",
8310556D,ASPIRINE CI CP 500MG B100  (DETAIL),26,4,300,
8382633D,B VIT FORT CPR    (DETAIL),1,1,700,
8382633,B VIT FORT CPR B/100               ,4,1,"6,060",
3657321D,BRICANYL NEB 5MG/2ML UNIDOSES B/20  (DETAIL),1,3,"3,395",
2264306D,CAPTOPRIL DENK 25MG CP B/100        (DETAIL),10,4,900,
2252361,CAPTOPRIL+HCT DENK 50/25MG B/100   ,12,2,"10,770",
2252361D,CAPTOPRIL+HCT DENK 50/25MG B/100    (DETAIL),24,7,"1,200",
2296312,CIPHACET 500MG CPR B/300           ,1,1,"5,990",
2026305D,CIPHACET 500MG CPR B/300 (DETAIL),76,17,200,
2271944D,CIPROFLOXACINE UBI 750MG CP (DETAIL),226,0,"1,200",
2271944,CIPROFLOXACINE UBI 750MG CP 10BL 10,15,3,"11,570",
1506601D,CONSTILEX 10G S.BUV SACH/15ML  (DETAIL),137,7,500,
2273794,COTRIM FORT CRE 960 B/100X10,1,0,"41,360",
2273794D,COTRIM FORT CRE 960 B/100X10  (DETAIL),172,27,450,
2264447,DICLO DENK 100MG RETARD CP B/10X10,28,2,"9,580",
2264447D,DICLO DENK 100MG RETARD CP B/10X10    (DETAIL),639,5,"1,000",
2264453,DICLO DENK 50MG CP B/100           ,2,3,"5,290",
2264453D,DICLO DENK 50MG CP B/100            (DETAIL),118,3,600,
2251574D,DISTEM CP B/50                       (DETAIL),2,2,"1,000",
8169827D,DYNAMOGEN AMP BUV   (DETAIL),70,-1,"1,100",
8098702D,DYNAPAR CPR 50 500MG B10 (DETAIL),4,1,900,
1530601,FINIFAT 500MG CP B/100,19,2,"5,250",
1530601D,FINIFAT 500MG CP B/100  (DETAIL),768,-4,300,
8440402D,GABEN 75MG/750MG GEL B/100  (DETAIL),56,3,"1,000",
8115725D,GASTRICID CP BL/50X4  (DETAIL),54,43,650,
2299612D,GENFORTE 400MG/500MG CP B/100 (DETAIL),43,8,"1,000",
8054047,IBUPROFENE UBI 400MG CPR 10BL10    ,46,4,"3,000",
905404,IBUPROFENE UBI 400MG CPR DETAIL     ,733,-1,300,
1437911,LITAMOL 500MG EFF CP B/80,30,11,"6,615",
1437911D,LITAMOL 500MG EFF CP B/80  (DETAIL),44,0,350,
2283628,LOPERAMIDE 2MG GEL B/10X10,1,1,"5,040",
2283628D,LOPERAMIDE 2MG GEL B/10X10  (DETAIL),1,9,550,
1455231D,LOPERAMIDE UBI 2MG GEL B/100  (DETAIL),19,2,"1,000",
9545504,MAALOX STICK SACH (DETAIL),992,-1,200,
6154224D,MAGNESIUM SULF 30G BT/20 (DETAIL),4,16,650,
2036137D,MALOXINE ND CP BL/3 PRES*50 (DETAIL),89,29,700,
2292136,METRONIDAZOLE 500MG QT CP 50BL10   ,19,0,"22,035",
2285627,METRONIDAZOLE 500MG QT CP DETAIL   ,795,24,450,
2264832D,NIFEDI DENK 10MG (DETAIL),2,0,600,
3072879D,NIFLURIL 250MG GELULE B/30           (DETAIL),106,1,800,
4351512,"OSMULE PDRE 5,6G SACH B/10         ",6,3,"2,760",
4351512D,"OSMULE PDRE 5,6G SACH B/10           (DETAIL)",70,3,300,
8054136D,OXACILLINE UBI 500MG GEL B/10X12  (DETAIL),16,4,"3,310",
2272754D,PARACETAMOL CRE 500BL/100X10  (DETAIL),110,78,200,
8163121D,PARACETAMOL CREAT 500MG CP B/12X100  (DETAIL),"2,201",39,250,
8054082D,PARACETAMOL UBI 500MG CP (DETAIL),"1,090",62,200,
8054082,PARACETAMOL UBI 500MG CP B/1000 CH,7,1,"14,890",
1544021,PARAMED 500MG CP B/1000,58,2,"8,800",
1544021D,PARAMED 500MG CP B/1000  (DETAIL),"1,139",28,100,
1247101D,PREGABALIN GH 25MG CAPS B/56  (DETAIL),4,1,"2,500",
1247111D,PREGABALIN GH 75MG CAPS B/5  (DETAIL),3,0,"3,600",
8311857,PRESERVATIF F FEELING BT3,40,0,385,
8138287,RILIF 100MG CP B/100,5,0,"3,470",
8009911D,RILIF 100MG CP B/100  (DETAIL),73,9,500,
3192307D,SMECTA SACH B/30                     (DETAIL),18,26,150,
8291161D,SPARADRAP LABELL PER 5MX10CM DETAIL,19,18,500,
8075380D,T AFENAC 100MG CP   (DETAIL),90,4,"1,200",
8517240,T AFENAC 100MG CP B/100,2,1,"11,570",
8019915D,T-CET 10MG CP B/100                  (DETAIL),11,2,"1,200",
2258197D,TOCID 20MG GEL B/100                 (DETAIL),15,9,"1,100",
8429174D,TRIBIODERM POMMADE 1G SACHETS B/144  (DETAIL),160,94,100,
1312321D,VISCID SUSP BUV SACHET  B/20  (DETAIL),196,2,200,
2295809D,VIT B DENK CP/DETAIL               ,33,9,900,
1665861D,ZEMFORTE CP B/100  (DETAIL),10,1,"2,000",
1132481D,ZOPAN DS 500MG CAPS B/100  (DETAIL),1,8,"1,000",
,,Nombre d'articles :,77,,
Code Géo :,DETAILS INJECTABLES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2290143D,ACUPAN AMP INJ 2ML BT5               (DETAIL),2,0,750,
8054461,AMPICILL UBI 1G PDR SOL INJ/50,4,1,"17,220",
8015923D,AMPICILLINE UBI PDRE SOL INJ B/1DETAIL,17,14,350,
2278432D,ARTEMETHER UBI 20MG INJ B/10  (DETAIL),9,0,600,
909945,ARTEMETHER UBI 80MG INJ DETAIL     ,1,2,"1,000",
3010269,BECOZYME AMP INJ B/12              ,1,0,"3,955",
3010269D,BECOZYME AMP INJ B/12               (DETAIL),4,10,400,
5705716D,CALCIUM GLUCON 10% AGUET AMP/10ML B/50  (DETAIL),157,10,650,
8423326D,DEXACYL Z 4MG IM/IV INJ B/10  (DETAIL),104,3,500,
2279058D,DICLOFENAC UBI 75MG INJ 10*10  (DETAIL),963,2,100,
8099512,DICLOFENAC UBI 75MG INJ B/100,34,4,"9,680",
3030881D,DICYNONE 250MG AMP INJ B/4  (DETAIL),7,2,860,
2293845D,DISLEP AMP INJ 25MG B/6              (DETAIL),38,5,"1,056",
9997359D,GENTAMICINE PAN 80MG/2ML INJ (DETAIL),15,0,500,
2295057,GENTAMICINE TM INJ 80MG B/25,25,3,"4,940",
2295057D,GENTAMICINE TM INJ 80MG B/25  (DETAIL),49,23,300,
8027814D,HB PLUS SOL INJ FL/5ML B/5  (DETAIL),8,0,"2,000",
1455221,LIDOCAINE UBI 2/100 INJ FL/20ML,25,2,"1,170",
3311077D,LOXEN 10MG INJ AMP 10ML BT 5         (DETAIL),21,3,"1,900",
2278780,MEXINE 200MG/2ML AMP INJ B/10      ,8,0,"4,200",
2278780D,MEXINE 200MG/2ML AMP INJ B/10        (DETAIL),11,8,450,
5652197D,MIDAZOLAM 5MG/1MG/ML 5ML B/10  (DETAIL),26,0,"2,065",
 1879841D,MIDAZOLAM AGUET 50MG /10ML AMP B/10 PSYCHO   (DETAIL),4,0,"4,150",
3690956D,MIOREL GE 4MG/2ML INJ B/5            (DETAIL),1,4,750,
8152985,NEUTROPAR 1000MG SOL INJ F/100ML,5,3,"1,250",
2001475D,NOVALGIN AMP INJ 5ML B/5            (DETAIL),30,0,"1,000",
1771861D,"NOVAVINCC 2,5 GR/5ML IM/IV AMP B/5  (DETAIL)",85,0,400,
8403312,POLYVITA-M IV AMP B/5,7,1,"2,120",
2285745D,POLYVITA-M IV AMP B/5 (DETAIL),55,1,550,
3653317D,POTASSIUM CHL 10% 10ML CL B/10 (DETAIL),30,2,550,
228444D,RESTRIVA 500MG INJ 5ML B/5          (DETAIL),17,3,750,
2274122,SODIUM CHL  NA 0.9 FRES 500ML,61,0,"1,260",
8175503D,SODIUM CHL 10% 10ML B/10  (DETAIL),21,1,350,
1937291,"SODIUM CHL ODHAV 0, 9%  FL/500ML",74,1,"1,300",
910001,SOMAZINA 500MG INJ DETAIL          ,16,3,"3,800",
2299977D,SOMAZINA AMP INJ 1G B/5             (DETAIL),5,0,"5,800",
3098583D,SPASFON INJ/DETAIL                 ,14,0,500,
8170463D,SPASMOSYL S.INJ B/6  (DETAIL),1,5,400,
2275333,TRIAM DENK AMP INJ B/10            ,4,1,"13,780",
2275333D,TRIAM DENK AMP INJ B/10             (DETAIL),75,-1,"1,400",
8142627,UCETAXIME 1000 INJ IM/IV B/50,191,2,"22,360",
2264424,VIT B COMPLEXE INJ TONG B/25,1,0,"3,150",
2264424D,VIT B COMPLEXE INJ TONG B/25  (DETAIL),2,17,175,
,,Nombre d'articles :,43,,
Code Géo :,DOULEURS ET FIERVRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8482317,AFRIDOL 125MG/5ML FL100ML,16,0,"1,000",
8158189,ALGESIC 1G CPSEC B/8,14,0,825,
8158172,ALGESIC 500MG CP B/20,68,2,455,
8158195,ALGESIC EXTRA 500/65 CP PELL B/16,206,13,"1,100",
8152821,ANDOL 1000MG CP EFF B/8,12,3,"1,050",
8152838,ANDOL 500MG CP EFF B/16,4,2,"1,010",
8169750,ANDOL C 500MG/300MGMG CPR EFFV B/10,10,1,"1,140",
2270376,APRAMOL 500MG COMP B/20            ,8,2,900,
8115754,APRAMOL 500MG CP EFF 2X8,5,0,"1,270",
8644790,ASMETAMOL 250MG/5ML SUSP 100ML,22,3,"1,050",
3189819,ASPEGIC 1000 SACH B/20             ,2,2,"3,070",
3270361,ASPEGIC 250 SACH B/20              ,8,1,"1,610",
3122689,ASPEGIC 500 SACH B/20              ,2,1,"1,980",
2019475,ASPIRINE DU RHONE 100MG BEBE B/20  ,19,4,620,
3353153,ASPIRINE UPSA 1G CPR EFFV BT 20    ,5,3,"2,880",
3007681,ASPIRINE UPSA VIT C COMP EFF B/20  ,27,3,"1,280",
1604111,BOOSTEX CPR EFF 500/65MG BT10,1,2,"1,650",
8144827,CARDIO ASPIRINE 100MG CP B/30,158,10,"2,080",
1277951,CETALGIC 1000MG GEL MOLLE B/8,1,2,"1,240",
1277961,CETALGIC 500MG GEL MOLLE B/16,1,2,"1,375",
8173390,CETAMYL 1000MG CP B/10,5,2,"1,170",
1216731,CETAMYL 3% SUSP BUV F/90ML,4,2,"1,245",
1163631,CETAMYL 300MG PDR S/12,2,2,"1,035",
2265139,CETAMYL 500MG COMP EFF B/16,8,2,960,
2275592,CETAMYL 500MG CP B/20,2,0,"1,115",
2279791,CIPHACET 3% SP F/90ML              ,21,3,"1,000",
8158203,CO ALGESIC 500/30 MG CP B/16,8,2,"1,900",
589921,COCIPHACET 400/200MG CP B/16,4,2,"1,300",
3322075,CODOLIPRANE COMP B/16              ,59,5,"2,090",
1341321,DOLIMEX 1000MG CP EFF B/8,24,3,"1,100",
1330181,DOLIMEX 1000MG SACHT B/8,91,4,"1,090",
1330151,DOLIMEX 200MG SACHET B/12,8,3,"1,300",
1330161,DOLIMEX 300MG SACHET B/12,33,4,"1,310",
1341311,DOLIMEX 500MG CP EFFV B/16,12,2,"1,170",
1330171,DOLIMEX 500MG SCHT B/12,19,3,"1,130",
8123216,DOLIMEX MIGRAINE CP EFF B/16,53,1,"1,570",
1330071,DOLIMEX SUPPO 125MG B/10,1,1,"1,120",
1189211,DOLIPRANE 1000MG CP B/8                ,259,7,"1,280",
3529422,DOLIPRANE 1000MG CP EFF B/8        ,511,122,"1,480",
3499879,DOLIPRANE 150MG SACH B/12          ,1,2,"1,365",
3480940,DOLIPRANE 150MG SUPPO /10    ,3,2,"1,240",
3499916,DOLIPRANE 200MG SACH B/12          ,7,3,"1,365",
3480986,DOLIPRANE 200MG SUPPO ENF B/10     ,2,1,"1,240",
3499945,DOLIPRANE 300MG PDRE SACH B/12     ,73,2,"1,360",
3481017,DOLIPRANE 300MG SUPPO/10     ,10,2,"1,240",
1432881,DOLIPRANE 500MG COMP EFF B/16      ,58,16,"1,500",
3232018,DOLIPRANE 500MG CP B/16            ,30,4,"1,210",
3233153,DOLIPRANE 500MG SACHET B/12      ,11,2,"1,190",
1541841,DOLIPRANE VIT C CP EFF CP B/16,153,18,"1,340",
1171081,DOLOSTOP 1G EFF B/8,1,1,"1,050",
8105098,DOLYC CPR 1000MG BT10,23,2,840,
2287595,EFFADOL SOL BUV F/100ML            ,374,19,"1,300",
3390579,EFFERALGAN 150MG B/10 SUPPO        ,11,3,"1,260",
