GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
8114915,SOFTDROPS CY 10ML,4,2,"2,480",
3098040,SOPHTAL POS CY FL/10ML             ,2,2,"1,170",
3138414,STERDEX POM OPHT CAPS B/12         ,6,2,"1,970",
8152732,TAMIGEN COLLYRE GTTES AURICULAIRES,4,2,"1,130",
2275066,"TIMOSOL 0,5% COLL F/5ML            ",9,3,"1,120",
3442997,TOBRADEX COLLYRE FL/5ML            ,12,1,"3,360",
2038946,"TOBRADEX POM OPHT 3,5G",2,1,"3,350",
3280543,TOBREX CY FL/5 ML                  ,16,0,"2,100",
1167451,TRILLERG CY FL/10ML,4,1,"3,470",
2252326,VISIODIS COLL F/10ML               ,1,0,"1,105",
3227980,VITABACT CY FL/10ML                ,1,3,"5,095",
8116618,XOLAMOL COLL F/5ML,10,0,"10,410",
,,Nombre d'articles :,99,,
Code Géo :,COSMETIQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1308001,23 FAMOS ROSE 200ML,1,2,"1,200",
1308031,23 FAMOS VETIVER 200ML,2,2,"1,200",
8155765,ACNET HLE MEDICALE 100ML,1,2,"3,400",
8170569,ACNET LAIT MEDICAL 250ML,3,2,"3,850",
8142047,ACNET LOTION MEDICALE F/125ML ,3,2,"4,530",
8155759,ACNET SAVON MEDICAL 250GR,17,5,"1,120",
8684958,AIDA CREM ECLAIR 40ML              ,6,1,"4,990",
8139252,AMARYS CROIS CHEV PDE CAPIL100,1,0,"2,810",
7260448,AMARYS LAIT AU SOJA F/250ML        ,3,0,"4,780",
7121422,AMARYS LAIT CORP H A D FL/250ML    ,5,0,"3,950",
7798107,AMARYS LAIT SOJA PURIF 400ML       ,1,2,"5,920",
6126518,AVENE CICALFATE +CREME 100ML,1,1,"11,500",
6212136,AVENE CLEANANCE EAU MICELL NETT 400ML,1,1,"13,805",
8172746,AVIATOR DEO SPRAY BLACK 200ML,14,1,"2,080",
2475683,BELLE PO SAVON GOMMANT EXTR + P/500G,2,1,"4,700",
1578111,BI OIL HUILE SOIN NAT 125ML,1,0,"12,400",
6400686,BIEN ETRE COL NATURE FL/250ML,1,0,"5,710",
1391981,C PLUS GANT DOUCEUR CORPS,1,2,"1,890",
1670621,C PLUS GANT EXFO GAUFR EPAIS,1,0,"1,890",
1254811,C PLUS GANT EXFOL VIS/CORP,1,0,"1,890",
1683061,C PLUS GANT TOILET EXFOL RAYURE,5,0,"1,890",
8764754,CERAVE GEL MOUSS ANTI IMP T/236ML,1,0,"10,755",
8596245,CERAVE GEL MOUSS NETT F/473ML,1,0,"12,220",
1694211,CERAVE HUILE LAVANTE F/473ML,2,0,"10,255",
6079010,CERAVE LAIT HYDRA 236ML,1,0,"8,810",
8596274,CERAVE LAIT HYDRATANT F/236ML,2,0,"8,755",
2270241,CHANTAL ROJANE ALTESSE             ,1,0,"2,700",
8244138,CLAIRISSIME LAIT ECLAIRC 50ML,2,0,"6,490",
8244078,CLAIRISSIME LAIT HYDRATANT 500ML,1,0,"6,580",
1579871,CLARABEL LAIT ANTI TACHE 250ML,4,0,"1,410",
1579881,CLARABEL LAIT ANTI TACHE 400ML,2,0,"2,270",
1442581,CLARABEL LAIT APAIS 400ML,1,1,"2,270",
1442611,CLARABEL LAIT FRAICHEUR 250ML,3,1,"1,500",
1442591,CLARABEL LAIT NUTRI 250ML,2,2,"1,410",
2289915,CLARIAN CLARTE LAIT ECL 250ML      ,7,2,"4,465",
2279130,CLARIAN GEL DOUCHE MOUSS F/250ML   ,1,1,"4,230",
8173792,CLARIAN SAV GOMMANT 150G,10,2,"1,980",
2296358,CLARIAN SERUM SALIC 2% 100ML       ,3,1,"3,610",
8789375,COUCHE AD SMILEY LAR B/10,2,2,"4,530",
1364251,COUCHE AD SMILEY MED B/12,2,2,"4,140",
1364271,COUCHE AD SMILEY XL B/8,8,0,"4,530",
8155794,COUP D'ECLAT HUILE CORPS ECL F/100ML,2,2,"2,950",
8156285,COUP D'ECLAT LAIT ANTISEPTIQUE F/250ML,2,2,"3,400",
8155788,COUP D'ECLAT LOTION PURIFIANTE F/125ML,1,0,"2,950",
8155771,COUP D'ECLAT SAVON GOM 250GR,2,1,"1,250",
8172769,CREME RASAGE SIVODERM 150G,3,0,"1,320",
8373551,DAGGER FEM EDP 100ML,1,1,"3,130",
8373545,DAGGER HOM EDP 100ML,4,1,"3,130",
8164184,DEPIWHITE LAIT ECLAIRCISSANT F/500ML,1,1,"15,050",
1736751,DEXERYL CREME T/250G               ,29,3,"3,790",
8316205,DOP SHAM OEUF 100ML,7,4,520,
8213511,DOP SHP FAMILIAL OEUF F/400ML,1,2,"3,720",
1707911,DUCRAY ANAPHAS SHP 400ML,1,1,"11,390",
6287140,DUCRAY KERACNYL 50 FLUID 50ML,1,1,"11,020",
1623671,DUCRAY KERACNYL PP CREM 30ML,2,1,"10,280",
1225191,EBENE GEL DCH ALOE KARI 250 ML,4,1,"1,140",
8556777,EBENE GEL DCH BAOBAB ARGAN 250 ML,4,0,"1,420",
1225181,EBENE GEL DCH BISSAP GR 250ML,2,0,"1,290",
1786571,EBENE GEL DCH GOM COCO VAN 250ML,1,2,"1,280",
1225211,EBENE GEL DCH MORINGA 250 ML,4,0,"1,290",
2274003,EBENE KIT COLOR NOIR HOMME         ,3,2,"3,440",
2288258,ECLADERMA CLAS LAIT ECLAIR 250ML   ,4,2,"3,470",
2289766,ECLADERMA CLAS LOT PURIF 125ML,3,1,"2,490",
2289737,ECLADERMA CLASSIC HUIL GLYCER 125ML,2,1,"3,470",
8123854,ECLADERMA CLASSIC SAV ANTISEPT 225G,47,4,"1,140",
8351673,ECLAT LIGHT LAIT ECLAIRC 250ML,9,0,"2,815",
8151945,ECLAT LIGHT LOT ANTISEPTIQ F/100ML,1,1,"2,270",
8158120,ECLAT LIGHT SAVON ANTISEPTIQUE PAIN 250G,7,0,"3,000",
8151939,ECLAT LIGTH HUIL ECLAIR 60ML,8,0,"2,830",
8140114,EOL ACTIVA LOT PURIF F/125ML,1,1,"3,400",
8163598,EOL LE SAVON PUR ECLAT 200G,2,2,"2,830",
8140083,EOL LUMI LAIT ECLAIR F/250ML,5,1,"4,530",
8140120,EOL PERFECT SERUM 2PC F/125ML,2,1,"4,190",
2293644,FARETI MYCO SAVON 200G,3,0,"1,510",
2293615,FARETI SAVON PURIFIANT 225G,1,0,"1,510",
8354631,FREESENS SAVON MARSEILLE VANILLE MIEL F/1L,1,0,"9,085",
7731008,GLYCERINE DP PHARMA 125ML,1,0,"1,420",
6553065,GLYCERINE GIL FL/60ML,1,0,"2,560",
7730925,HUILE D'AMANDE DOUCE 50ML          ,1,0,"1,950",
2475432,HUILE DE RICIN  F/ 65ML,2,0,"1,430",
1664331,HUILE PRECIEUSE COTON 65ML,1,1,"1,760",
8594111,HUILE PRECIEUSE FENUGREC F/65ML,4,0,"3,850",
8160855,IVANHOE DEO SPR 200ML,2,0,"2,080",
1582891,JOSEPH CLARTE HUILE,9,1,"2,040",
1582881,JOSEPH CLARTE LAITE,14,2,"2,550",
1582871,JOSEPH CLARTE SAVON,23,3,"1,320",
7797088,LA ROCHE P LIPIKAR SAV SURGRAS PAIN/150G,1,0,"5,340",
1205131,LA ROCHE POSAY LIPIKAR AP LAIT CORPS T/200ML,1,0,"12,490",
6067726,LA ROCHE POSAY LIPIKAR GEL LAVANT F/400ML ,1,1,"11,720",
8102237,LE PETIT MARS LAIT HYDR F/250ML,3,0,"4,835",
8162251,LE PETIT MARS SAV BRUT P/300G,6,0,"2,985",
2287543,LE PETIT MARS SAV LAIT 200G        ,3,0,"2,195",
1552621,LINGETTE LUNETTE STRATEGIX B/30,14,2,"1,820",
1671181,MINOXIDRIL 5% 60ML FL PLAST B3,1,1,"23,690",
2474298,MIRACLES CREM VIS LIF UV 40GR,13,0,"3,110",
1676031,MIRACLES GEL BAIN 450ML,2,1,"5,705",
2476836,MIRACLES GEL BAIN GOMMANT 450G,9,1,"5,190",
2474301,MIRACLES GEL CORR KORA 100GR,5,3,"3,630",
1833711,MIRACLES HUI VIT COL 10PC 35ML,4,1,"2,600",
8749393,MIRACLES KORA LAIT LUMINESCENT F/350ML,1,0,"6,000",
1740691,MIRACLES LAIT CLAR AHA UV 350ML,1,1,"4,570",
2474306,MIRACLES LAIT LUM AHA 350ML,5,0,"6,220",
2474310,MIRACLES LOT TRA AHA 1PC 125ML,2,0,"3,000",
2474296,MIRACLES PUR BEU CACAO 250GR,1,0,"3,110",
1740641,MIRACLES SAV CREM CACAO 225GR ,48,3,"1,040",
2475283,MIRACLES SAV KOR CLAR CAR 225GR,8,4,"1,555",
2474294,MIRACLES SAV KOR GOM ABR 250GR,13,4,"2,080",
2474293,MIRACLES SAV VEG SOUFRE 225G,1,2,"2,080",
8158019,MIXA LAIT CORPS BEAUTE  F/400ML,4,0,"4,710",
1819041,MIXA LAIT ECLATS ,2,0,"3,300",
2273340,MONT ST MICHEL EDC AMBREE 250ML,13,2,"5,600",
1475721,MOYAH SAV ECLAIRCISSANT GOMM PAIN /200G,5,1,"2,500",
8616545,MOYAH SAVON EXTRA GOMM PAIN /200G,1,1,"2,500",
8140798,NARTA DEO HOM BACTIPUR 200ML,4,1,"3,140",
8140746,NARTA DEO PROTEC FEM 48H 200M,1,0,"2,980",
8140723,NARTA DEO PROTEC HOMM 48H 250ML,2,0,"2,980",
6037819,NEUTRADERM RELIPID+CR DCH200ML,1,0,"4,710",
6037844,NEUTRADERM SAV SURG DERMO 200G,6,1,"3,350",
6413281,NIVEA CREME BT 150ML               ,1,0,"2,695",
8156084,NIVEA CREME HYDRAT B/60ML,1,0,"1,440",
2271766,NIVEA DEO BILLE F DRY COMFOR F/50ML,1,0,"1,930",
2271775,NIVEA DEO ROLL 50ML FRESH NATU ,4,0,"1,950",
2271769,NIVEA DEO ROLL DRY FRESH MEN 50ML,3,0,"1,950",
1579431,NIVEA DEO ROLL ON BLCK WHT MEN 50ML,1,0,"1,915",
1579491,NIVEA DEO ROLLON COOL KIC MEN 50ML,1,0,"1,950",
2271780,NIVEA DEO ROLLON H DRY MASC ,3,0,"1,965",
2271765,NIVEA DEO ROOL DEPP AMAZON 50ML,3,0,"1,930",
8156109,NIVEA DEO SPRAY DRY FEM 200ML,4,0,"2,850",
1001050,NIVEA DEO SPRAY DRY MEN 200ML,3,0,"2,850",
8262811,NIVEA DEO SPRAY SIL PROTE H 200ML,2,0,"2,850",
6094284,NIVEA LABELLO CLASSIC STICK T/4.8G,1,0,"2,610",
8604341,NIVEA LABELLO FRAISE STICK T/4.8G,2,0,"2,610",
1524461,NIVEA LAIT ALOE VERA HYDR 250ML ,1,0,"2,690",
8165686,NIVEA LAIT COCOA BUTTER 250ML ,25,0,"2,700",
1579321,NIVEA LAIT COCOA BUTTER 400ML,7,0,"3,800",
8317305,NIVEA LAIT EXPRESS 250ML,2,0,"2,590",
8155995,NIVEA LAIT FAIRNESS 250ML 83805,2,0,"2,655",
2285691,NIVEA LAIT HYDRA RAFF Q10 250ML    ,9,2,"2,760",
6686240,NIVEA LAIT NOUR 250ML BLEU,20,0,"2,695",
2262425,NIVEA LAIT NOUR 400ML BLEU,2,0,"3,910",
1233431,NIVEA LAIT Q10 400ML,3,0,"3,745",
4000,PARICLAIR HUILE SUPER F/125ML,1,0,"5,500",
5333252,PARICLAIR LAIT SUPER F/250ML,1,0,"4,000",
5653,PARICLAIR SAVON GOMMANT,1,3,"1,500",
5789,PARICLAIR SAVON MAXITONE ECL,4,2,"1,500",
5790,PARICLAIR SAVON SUPER ECLAIRC,3,3,"1,500",
33116,PRESTIGE SAVON CARROTTE,3,12,"7,500",
1809461,PROTEGE SLIP 20PC,3,0,570,
1599031,PURE NET CR VISAGE 30G,6,0,"2,500",
85696,RHODESCLAIR HUILE F/200ML,5,3,"9,100",
1137141,RICHMAN DEO 200ML,2,0,"2,080",
4274289,ROGE CAV DEO ABSORB H ROLL 50ML,1,0,"7,510",
4721188,ROGE CAV GEL SURG BAIN DCHE AMANDE V F/400ML,1,1,"9,060",
6171476,ROGE CAV GEL SURG BAIN DCHE ORIGINAL F/400ML,6,0,"9,150",
8186458,ROGE CAV LAIT ROSE 250G LOT/2,1,0,"8,360",
8186300D,ROGE CAV LAIT ROSE 3*250G+1  (DETAIL),4,0,"3,700",
6416076,ROGE CAV SAV AMANDE VERTE 250G LOT/2,1,0,"8,410",
6451576,ROGE CAV SAV FLEUR COTON 250G LOT/2,2,0,"8,425",
6539976,ROGE CAV SAV LAIT MIEL 250G,4,0,"4,955",
6491376D,ROGE CAV SAV LAIT MIEL LOT/3+1OFF  (DETAIL),4,1,"3,800",
6427176D,ROGE CAV SAV SURGRAS 250G LOT/3  (DETAIL),3,0,"4,920",
7694158,ROGE CAVAIL SAV SURG FL COTON 250GX2,2,0,"8,360",
8186369,ROGE CAVAIL SAV SURGR 250G,3,0,"4,975",
7778205,ROGER CAVAIL GEL DOUCHE FLEUR DE COTON F/400ML,2,0,"8,485",
7528313,ROGER CAVAIL SAV LAIT MIEL 150G,1,0,"3,215",
4682166,ROGER CAVAIL SAV SURGRAS LAIT ROSE 250X2,1,0,"8,385",
7402546,ROGER CAVAIL SOIN HYDRA CORP 300ML,2,0,"11,305",
632323,SAVON ECLAT CLAIR ,52,25,800,
632324,SAVON ECLAT MEDICAL,157,108,750,
2285780,SAVON FLORA SUPER ANTI MICR 200G,13,0,755,
2285797,SAVON FLORA SUPER ECLAIRC 200G,9,0,755,
0301,SAVON NATHALIA ECLAIRSISSANT ,39,96,700,
0300,SAVON NATHALIA MEDICAL ,46,33,700,
00057,SAVON NATURE,2,0,900,
8144307,SAVON ST JEAN L MED CLARIF 200G,20,2,"1,500",
1772511,SAVON ST JEAN LAUR ECLA 200G,2,0,"3,000",
1443191,SEBIONEX LOTION MICEL F/250ML,4,0,"7,010",
1652621,SELECTIX LINGETTES OPTIQUES P/10,1,0,750,
1364321,SERVIET FEM PERFECT NUIT S/10,6,2,570,
1364311,SERVIET FEM PERFECT SUP P S/14,2,0,570,
1364291,SERVIET FEM PERFECT SUPER S/12,5,2,570,
8530996,SHE DEO PRETTY SPRAY F/150ML,1,0,"1,800",
9994199,SIVODERM CR DEPILATOIRE 60ML,15,3,880,
8151862,SIVODERM LAIT COLLAGENE 250ML,3,1,630,
8151891,SIVODERM SAV HERBAL P/180GR,3,1,745,
8398166,SO WHITE F&W GEL DCHE EXFOLIANT F/940ML,1,0,"9,930",
1335451,SOSKIN AKN HYD IMPER 50ML,1,1,"13,615",
1667031,TOPICREM MELA  LAIT UNIF U.HYD F/500ML,1,0,"29,205",
1365531,TOPICREM UH LT CORPS 500 ML,1,0,"11,715",
8733305,TOPICREME MELA SERUM ECLAT ANTI TACH/30ML,5,0,"16,995",
8208266,TOUL  HUILE BIOCLAR F/125ML,2,1,"5,920",
8169968,TOUL LAIT CORP HYD 250ML,1,1,"4,720",
8208332,TOUL LOT BIOCLARIF F/125ML,4,0,"5,920",
8142952,TOUL SAV BIOGOMMANT PAIN 150G,6,0,"2,040",
8123794,TOUL SAVON BIOCLARIFIANT150G,1,2,"1,140",
6000182,VEGEBOM LAIT ADOUC.FL 250ML KARITE ,2,0,"4,740",
6409285,VEGEBOM SAVON PURIFIANT 100G                 ,17,2,"2,120",
8174225,VEGEBOM SAVON SURGRAS 100G,8,3,"2,320",
1299421,VIE FRAICHE EDC FL ORANGER F/250ML,2,2,"1,440",
1299381,VIE FRAICHE VETIVER 250ML ,4,1,"1,440",
2028327,VITISKIN DEFICIT PIGMENT HYDROGEL F/50ML,1,1,"22,660",
,,Nombre d'articles :,201,,
Code Géo :,DETAILS COMP/ GEL/ SACH,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8426046,ALLERGYL 25MG CP B/100,5,0,"3,440",
8426046D,ALLERGYL 25MG CP B/100  (DETAIL),50,9,350,
8130920D,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30  (DETAIL),447,5,150,
2297197,AMITRON 500MG GEL CH 50X10,22,3,"28,600",
8042216D,AMITRON 500MG GEL CH 50X10  (DETAIL),414,16,600,
2264648,AMOXICILLINE CIPH 500MG GEL B/240,7,1,"11,970",
2264648D,AMOXICILLINE CIPH 500MG GEL B/240  (DETAIL),65,8,600,
2296105D,AMOXICILLINE CREACIL 500MG B/100X12 GEL  (DETAIL),"1,612",67,900,
8054024D,AMOXICILLINE UBI 500MG GEL (DETAIL),197,5,850,
8054024,AMOXICILLINE UBI 500MG GEL B/10X12,5,3,"8,270",
2296128D,AMPIPHAR 500MG GEL DETAIL          ,298,14,600,
8310556D,ASPIRINE CI CP 500MG B100  (DETAIL),70,4,300,
2264217,ATENOLOL DENK 50 COMP B/100,1,1,"9,370",
8382633D,B VIT FORT CPR    (DETAIL),19,1,700,
2264306D,CAPTOPRIL DENK 25MG CP B/100        (DETAIL),32,4,900,
2252361D,CAPTOPRIL+HCT DENK 50/25MG B/100    (DETAIL),15,7,"1,200",
2026305D,CIPHACET 500MG CPR B/300 (DETAIL),54,17,200,
2271944D,CIPROFLOXACINE UBI 750MG CP (DETAIL),201,0,"1,200",
2271944,CIPROFLOXACINE UBI 750MG CP 10BL 10,4,3,"11,570",
1506601D,CONSTILEX 10G S.BUV SACH/15ML  (DETAIL),34,7,500,
2273794D,COTRIM FORT CRE 960 B/100X10  (DETAIL),369,27,450,
3028097D,DAONIL COMP 5MG B/100                (DETAIL),2,0,850,
2264447,DICLO DENK 100MG RETARD CP B/10X10,32,2,"9,580",
2264447D,DICLO DENK 100MG RETARD CP B/10X10    (DETAIL),424,5,"1,000",
2264453,DICLO DENK 50MG CP B/100           ,1,3,"5,290",
2264453D,DICLO DENK 50MG CP B/100            (DETAIL),67,3,600,
8169827D,DYNAMOGEN AMP BUV   (DETAIL),87,-1,"1,100",
1530601,FINIFAT 500MG CP B/100,51,2,"5,250",
1530601D,FINIFAT 500MG CP B/100  (DETAIL),829,-4,300,
8440402D,GABEN 75MG/750MG GEL B/100  (DETAIL),30,3,"1,000",
8115725D,GASTRICID CP BL/50X4  (DETAIL),65,43,650,
2299612D,GENFORTE 400MG/500MG CP B/100 (DETAIL),19,8,"1,000",
8054047,IBUPROFENE UBI 400MG CPR 10BL10    ,37,4,"3,000",
905404,IBUPROFENE UBI 400MG CPR DETAIL     ,605,-1,300,
1437911D,LITAMOL 500MG EFF CP B/80  (DETAIL),35,0,350,
2283628D,LOPERAMIDE 2MG GEL B/10X10  (DETAIL),26,9,550,
9545504,MAALOX STICK SACH (DETAIL),652,-1,200,
6154224D,MAGNESIUM SULF 30G BT/20 (DETAIL),3,16,650,
2036137D,MALOXINE ND CP BL/3 PRES*50 (DETAIL),85,29,700,
2292136,METRONIDAZOLE 500MG QT CP 50BL10   ,6,0,"22,035",
2285627,METRONIDAZOLE 500MG QT CP DETAIL   ,563,24,450,
3072879D,NIFLURIL 250MG GELULE B/30           (DETAIL),81,1,800,
8099498D,OMEPRAZOLE UBI 20MG CPR 10BL7        (DETAIL),2,0,"1,300",
4351512,"OSMULE PDRE 5,6G SACH B/10         ",5,3,"2,760",
4351512D,"OSMULE PDRE 5,6G SACH B/10           (DETAIL)",178,3,300,
8054136D,OXACILLINE UBI 500MG GEL B/10X12  (DETAIL),16,4,"3,310",
2272754D,PARACETAMOL CRE 500BL/100X10  (DETAIL),249,78,200,
8163121D,PARACETAMOL CREAT 500MG CP B/12X100  (DETAIL),"1,829",38,250,
8054082D,PARACETAMOL UBI 500MG CP (DETAIL),"1,004",62,200,
8054082,PARACETAMOL UBI 500MG CP B/1000 CH,2,1,"14,890",
1544021,PARAMED 500MG CP B/1000,58,2,"8,800",
1544021D,PARAMED 500MG CP B/1000  (DETAIL),818,28,100,
1247111D,PREGABALIN GH 75MG CAPS B/5  (DETAIL),3,0,"3,600",
8138287,RILIF 100MG CP B/100,4,0,"3,470",
8009911D,RILIF 100MG CP B/100  (DETAIL),82,9,500,
3192307D,SMECTA SACH B/30                     (DETAIL),13,26,150,
8075380D,T AFENAC 100MG CP   (DETAIL),108,4,"1,200",
2258197D,TOCID 20MG GEL B/100                 (DETAIL),23,9,"1,100",
1476781,TRIBIODERM POMMADE 1G SACHETS B/144,1,0,"13,220",
8429174D,TRIBIODERM POMMADE 1G SACHETS B/144  (DETAIL),355,94,100,
1312321D,VISCID SUSP BUV SACHET  B/20  (DETAIL),296,2,200,
2295809D,VIT B DENK CP/DETAIL               ,7,9,900,
1665861D,ZEMFORTE CP B/100  (DETAIL),3,1,"2,000",
8435507D,ZOPAN CPR 250MG BT100  (DETAIL),3,0,"1,000",
1132481D,ZOPAN DS 500MG CAPS B/100  (DETAIL),32,8,"1,000",
,,Nombre d'articles :,65,,
Code Géo :,DETAILS INJECTABLES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2290143D,ACUPAN AMP INJ 2ML BT5               (DETAIL),1,0,750,
8054461,AMPICILL UBI 1G PDR SOL INJ/50,1,1,"17,220",
8015923D,AMPICILLINE UBI PDRE SOL INJ B/1DETAIL,9,14,350,
2278432D,ARTEMETHER UBI 20MG INJ B/10  (DETAIL),4,0,600,
8099475D,ARTEMETHER UBI 40MG INJ/DETAIL     ,3,5,800,
909945,ARTEMETHER UBI 80MG INJ DETAIL     ,7,2,"1,000",
370136D,"ATROPINE 0,50MG 1ML AMP/10          (DETAIL)",2,0,900,
3010269,BECOZYME AMP INJ B/12              ,1,0,"3,955",
3010269D,BECOZYME AMP INJ B/12               (DETAIL),1,10,400,
5705716D,CALCIUM GLUCON 10% AGUET AMP/10ML B/50  (DETAIL),54,10,650,
8423326D,DEXACYL Z 4MG IM/IV INJ B/10  (DETAIL),106,3,500,
933643,DICLO DENK 75MG INJ/DETAIL         ,2,0,300,
2279058D,DICLOFENAC UBI 75MG INJ 10*10  (DETAIL),442,2,100,
8099512,DICLOFENAC UBI 75MG INJ B/100,25,4,"9,680",
3030881D,DICYNONE 250MG AMP INJ B/4  (DETAIL),2,2,860,
2293845D,DISLEP AMP INJ 25MG B/6              (DETAIL),17,1,"1,056",
2262193,GENTAMICINE 80MG INJ B/10,1,0,"2,330",
9997359D,GENTAMICINE PAN 80MG/2ML INJ (DETAIL),4,0,500,
2295057,GENTAMICINE TM INJ 80MG B/25,10,3,"4,940",
2295057D,GENTAMICINE TM INJ 80MG B/25  (DETAIL),35,23,300,
3263510D,HALDOL DECANOAS SOL INJ B/5  (DETAIL),1,0,"3,500",
8027814D,HB PLUS SOL INJ FL/5ML B/5  (DETAIL),4,0,"2,000",
8112744D,HEMAFER IM SOLUTION AMP INJ /5  (DETAIL),4,0,"3,310",
8194423,HEPTAMINOL REN INJ 5ML/10 NF ,1,3,"4,550",
1455221,LIDOCAINE UBI 2/100 INJ FL/20ML,34,2,"1,170",
901022,MAG 2 AMP INJ/DETAIL,3,0,300,
2278780,MEXINE 200MG/2ML AMP INJ B/10      ,11,0,"4,200",
2278780D,MEXINE 200MG/2ML AMP INJ B/10        (DETAIL),31,8,450,
5648711D,MIDAZOLAM AGT 1MG/ML 5ML B/10  (DETAIL),2,0,"1,550",
3400956487868D,MIDAZOLAM AGUET 50MG AMP/10ML PHYSIO B/10   (DETAIL),18,0,"2,910",
5652196D,MIDAZOLAM PAN 5MG/1MLINJ B/10  (DETAIL),22,0,710,
9001656D,MIZOLGAN A.INJ 2.5G/ML B/5  (DETAIL),9,0,600,
1327171,MYNOL 2.5G/5ML IM/IV AMP B/20,136,0,"5,600",
8152985,NEUTROPAR 1000MG SOL INJ F/100ML,5,3,"1,250",
2001475D,NOVALGIN AMP INJ 5ML B/5            (DETAIL),121,0,"1,000",
8403312,POLYVITA-M IV AMP B/5,48,1,"2,120",
2285745D,POLYVITA-M IV AMP B/5 (DETAIL),54,0,550,
3653317D,POTASSIUM CHL 10% 10ML CL B/10 (DETAIL),22,2,550,
228444D,RESTRIVA 500MG INJ 5ML B/5          (DETAIL),2,3,750,
8175503D,SODIUM CHL 10% 10ML B/10  (DETAIL),20,1,350,
910001,SOMAZINA 500MG INJ DETAIL          ,14,3,"3,800",
2299977D,SOMAZINA AMP INJ 1G B/5             (DETAIL),6,0,"5,800",
3098583D,SPASFON INJ/DETAIL                 ,50,0,500,
8156635D,SPASMEX S.INJ B/10  (DETAIL),6,0,500,
8170463D,SPASMOSYL S.INJ B/6  (DETAIL),2,5,400,
2264016D,TRABAR 100MG INJ/DETAIL            ,1,3,910,
2275333,TRIAM DENK AMP INJ B/10            ,5,1,"13,780",
2275333D,TRIAM DENK AMP INJ B/10             (DETAIL),122,-1,"1,400",
8142627,UCETAXIME 1000 INJ IM/IV B/50,137,2,"22,360",
3113638D,VIT B12 GERDA 1000 AMP 4ML B/6       (DETAIL),4,0,400,
910017,VOGALENE INJ/DETAIL                ,48,0,350,
,,Nombre d'articles :,51,,
Code Géo :,DOULEURS ET FIERVRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8482317,AFRIDOL 125MG/5ML FL100ML,12,0,"1,000",
8158189,ALGESIC 1G CPSEC B/8,17,0,825,
8158172,ALGESIC 500MG CP B/20,38,2,455,
8158195,ALGESIC EXTRA 500/65 CP PELL B/16,77,13,"1,100",
8152821,ANDOL 1000MG CP EFF B/8,7,3,"1,050",
8152838,ANDOL 500MG CP EFF B/16,2,2,"1,010",
8178157,APRAMOL 1G CPR EFFV B/8,5,0,"1,240",
2270376,APRAMOL 500MG COMP B/20            ,5,2,900,
8115754,APRAMOL 500MG CP EFF 2X8,6,0,"1,270",
8644790,ASMETAMOL 250MG/5ML SUSP 100ML,1,3,"1,050",
3189819,ASPEGIC 1000 SACH B/20             ,4,2,"3,070",
3270361,ASPEGIC 250 SACH B/20              ,3,1,"1,610",
3122689,ASPEGIC 500 SACH B/20              ,1,1,"1,980",
2019475,ASPIRINE DU RHONE 100MG BEBE B/20  ,6,4,620,
3135261,ASPIRINE RHONE 500MG CP B/30       ,11,0,900,
3353153,ASPIRINE UPSA 1G CPR EFFV BT 20    ,5,3,"2,880",
3007681,ASPIRINE UPSA VIT C COMP EFF B/20  ,9,3,"1,280",
1604111,BOOSTEX CPR EFF 500/65MG BT10,3,2,"1,650",
8144827,CARDIO ASPIRINE 100MG CP B/30,86,10,"2,080",
1277951,CETALGIC 1000MG GEL MOLLE B/8,1,2,"1,240",
1277961,CETALGIC 500MG GEL MOLLE B/16,3,2,"1,375",
8173390,CETAMYL 1000MG CP B/10,2,2,"1,170",
1216731,CETAMYL 3% SUSP BUV F/90ML,6,2,"1,245",
1163631,CETAMYL 300MG PDR S/12,1,2,"1,035",
2265139,CETAMYL 500MG COMP EFF B/16,5,2,960,
2273713,CIPHACET 500MG CPR B/24,2,0,800,
8158203,CO ALGESIC 500/30 MG CP B/16,9,2,"1,900",
589921,COCIPHACET 400/200MG CP B/16,2,2,"1,300",
3322075,CODOLIPRANE COMP B/16              ,73,5,"2,090",
1341321,DOLIMEX 1000MG CP EFF B/8,7,3,"1,100",
1330181,DOLIMEX 1000MG SACHT B/8,15,4,"1,090",
1330151,DOLIMEX 200MG SACHET B/12,8,3,"1,300",
1330161,DOLIMEX 300MG SACHET B/12,29,4,"1,310",
1341311,DOLIMEX 500MG CP EFFV B/16,7,2,"1,170",
1330171,DOLIMEX 500MG SCHT B/12,7,3,"1,130",
8123216,DOLIMEX MIGRAINE CP EFF B/16,21,1,"1,570",
1189211,DOLIPRANE 1000MG CP B/8                ,196,7,"1,280",
3529422,DOLIPRANE 1000MG CP EFF B/8        ,398,122,"1,480",
3480911,DOLIPRANE 100MG SUPPO B/10      ,1,0,"1,240",
3499879,DOLIPRANE 150MG SACH B/12          ,2,2,"1,365",
3480940,DOLIPRANE 150MG SUPPO /10    ,6,2,"1,240",
