GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
33114,PRESTIGE LOTION VISAGE,1,0,"7,500",
33108,PRESTIGE SAVON CURCUMA,1,0,"7,500",
1599031,PURE NET CR VISAGE 30G,12,0,"2,500",
1599011,PURE NET EAU DE PARFUME 60ML,1,1,"1,000",
1599021,PURE NET LOTION 100ML,1,0,"2,500",
85696,RHODESCLAIR HUILE F/200ML,3,3,"9,100",
1137141,RICHMAN DEO 200ML,1,0,"2,080",
5153317,ROGER CAVAIL NUTRIS LAIT 200ML,1,0,"9,129",
5153300,ROGER CAVAIL NUTRIS LAIT 400ML,1,0,"11,555",
8186323,ROGER CAVAIL SAV AMAND 250GX2,1,0,"6,275",
7694170,ROGER CAVAIL SAV LAIT MIEL LOT DE 250GX2,13,0,"7,270",
7694170D,ROGER CAVAIL SAV LAIT MIEL LOT DE 250GX2    (DETAIL),6,0,"3,000",
7294660,ROGER CAVAIL SAV SURGR 2X250G,2,0,"7,700",
8186398,ROGER CAVAIL SAV SURGR 3X250G ,2,0,"9,860",
8186398D,ROGER CAVAIL SAV SURGR 3X250G   (DETAIL),6,0,"2,650",
4682166,ROGER CAVAIL SAV SURGRAS LAIT ROSE 250X2,3,0,"8,385",
632323,SAVON ECLAT CLAIR ,40,25,800,
632324,SAVON ECLAT MEDICAL,130,108,750,
2285780,SAVON FLORA SUPER ANTI MICR 200G,9,0,755,
2285797,SAVON FLORA SUPER ECLAIRC 200G,10,0,755,
1590301,SAVON MARIE HENNE CURCUMA 200GR,1,0,"2,360",
1590311,SAVON MARIE PAPAYE CAROT 200GR,1,0,"2,360",
1590331,SAVON MARIE TETRAPLEURA 200GR ,1,0,"2,360",
0301,SAVON NATHALIA ECLAIRSISSANT ,85,96,700,
0300,SAVON NATHALIA MEDICAL ,64,33,700,
8144307,SAVON ST JEAN L MED CLARIF 200G,32,2,"1,500",
1364281,SERVIET FEM PERFECT NORM S/14,3,0,570,
1364321,SERVIET FEM PERFECT NUIT S/10,2,2,570,
1364311,SERVIET FEM PERFECT SUP P S/14,9,0,570,
1364291,SERVIET FEM PERFECT SUPER S/12,2,2,570,
8151885,SIVODERM CREME DEPILATOIRE 130ML,1,0,"1,610",
8151862,SIVODERM LAIT COLLAGENE 250ML,2,1,630,
5117646,TOPICREM GEL NETT DOUC 500ML ,2,0,"8,770",
2632626,TOPICREM ULTRA HYDR LAIT CORPS 500MLX2,1,0,"17,865",
8208266,TOUL  HUILE BIOCLAR F/125ML,1,1,"5,920",
8215987,TOUL LAIT BIOCLARIF F/250ML,1,0,"8,075",
8142952,TOUL SAV BIOGOMMANT PAIN 150G,1,0,"2,040",
8123794,TOUL SAVON BIOCLARIFIANT150G,12,2,"1,140",
7582494,URIAGE KERATOSANE 30 F/40ML,2,0,"9,670",
6409285,VEGEBOM SAVON PURIFIANT 100G                 ,3,2,"2,120",
8174225,VEGEBOM SAVON SURGRAS 100G,1,3,"2,320",
1299451,VIE FRAICHE VIOLET F/250ML,4,2,"1,385",
,,Nombre d'articles :,183,,
Code Géo :,DETAILS COMP/ GEL/ SACH,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8426046D,ALLERGYL 25MG CP B/100  (DETAIL),12,9,350,
8130920D,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30  (DETAIL),316,5,150,
2297197,AMITRON 500MG GEL CH 50X10,14,3,"28,600",
8042216D,AMITRON 500MG GEL CH 50X10  (DETAIL),312,16,600,
2264648D,AMOXICILLINE CIPH 500MG GEL B/240  (DETAIL),39,8,600,
2296105D,AMOXICILLINE CREACIL 500MG B/100X12 GEL  (DETAIL),986,66,900,
8054024D,AMOXICILLINE UBI 500MG GEL (DETAIL),115,5,850,
8054024,AMOXICILLINE UBI 500MG GEL B/10X12,1,3,"8,270",
8310556D,ASPIRINE CI CP 500MG B100  (DETAIL),14,4,300,
3353153D,ASPIRINE UPSA 1G CPR EFFV BT 20      (DETAIL),2,0,"1,450",
8386401D,CAMVIT PLUS GEL B/30  (DETAIL),5,0,"1,350",
2264306D,CAPTOPRIL DENK 25MG CP B/100        (DETAIL),1,4,900,
2252361D,CAPTOPRIL+HCT DENK 50/25MG B/100    (DETAIL),2,7,"1,200",
2296312,CIPHACET 500MG CPR B/300           ,1,1,"5,990",
2026305D,CIPHACET 500MG CPR B/300 (DETAIL),92,17,200,
2027322D,CIPHASPIRE-ASPIR 0.5G CP B/300      (DETAIL),7,0,200,
2271944D,CIPROFLOXACINE UBI 750MG CP (DETAIL),132,0,"1,200",
2271944,CIPROFLOXACINE UBI 750MG CP 10BL 10,3,3,"11,570",
1506601D,CONSTILEX 10G S.BUV SACH/15ML  (DETAIL),12,7,500,
2273794D,COTRIM FORT CRE 960 B/100X10  (DETAIL),137,27,450,
2030347,COTRIM FORT CREAT 960MG 10BL10,1,0,"7,140",
2264447,DICLO DENK 100MG RETARD CP B/10X10,1,2,"9,580",
2264447D,DICLO DENK 100MG RETARD CP B/10X10    (DETAIL),274,5,"1,000",
2264453,DICLO DENK 50MG CP B/100           ,1,3,"5,290",
2264453D,DICLO DENK 50MG CP B/100            (DETAIL),49,3,600,
8169827D,DYNAMOGEN AMP BUV   (DETAIL),44,-1,"1,100",
8098702D,DYNAPAR CPR 50 500MG B10 (DETAIL),1,1,900,
1530601,FINIFAT 500MG CP B/100,40,2,"5,250",
1530601D,FINIFAT 500MG CP B/100  (DETAIL),705,-4,300,
1321981D,GABEN 75MG/750MG GELU B/10X10  (DETAIL),2,0,750,
8115725D,GASTRICID CP BL/50X4  (DETAIL),12,43,650,
2299612D,GENFORTE 400MG/500MG CP B/100 (DETAIL),2,8,"1,000",
2025694D,GRISEOFULVINE CP 500MG 10BL10       (DETAIL),2,0,"1,200",
3046563D,GURONSAN COMP EFF B/30 (DETAIL),4,0,"9,760",
8054047,IBUPROFENE UBI 400MG CPR 10BL10    ,19,4,"3,000",
905404,IBUPROFENE UBI 400MG CPR DETAIL     ,412,-1,300,
1437911D,LITAMOL 500MG EFF CP B/80  (DETAIL),8,0,350,
8422485D,LYAMOX 500MG GEL B/100  (DETAIL),2,0,600,
9545504,MAALOX STICK SACH (DETAIL),365,-1,200,
2036137D,MALOXINE ND CP BL/3 PRES*50 (DETAIL),33,29,700,
2292136,METRONIDAZOLE 500MG QT CP 50BL10   ,1,0,"22,035",
2285627,METRONIDAZOLE 500MG QT CP DETAIL   ,288,24,450,
2262388D,METRONIDAZOLE CRE 250 BL10X10  (DETAIL),2,0,360,
2272642D,METRONIDAZOLE CREAT 500MG CPR 10X10  (DETAIL),3,0,798,
3072879D,NIFLURIL 250MG GELULE B/30           (DETAIL),31,1,800,
4351512,"OSMULE PDRE 5,6G SACH B/10         ",1,3,"2,760",
4351512D,"OSMULE PDRE 5,6G SACH B/10           (DETAIL)",17,3,300,
8054136D,OXACILLINE UBI 500MG GEL B/10X12  (DETAIL),9,4,"3,310",
8382461D,PANOL 500MG CP B/10X10  (DETAIL),8,0,207,
1656731,PARACETAMOL CRE 500BL/100X10,1,1,"19,290",
2272754D,PARACETAMOL CRE 500BL/100X10  (DETAIL),"1,688",78,200,
8163121D,PARACETAMOL CREAT 500MG CP B/12X100  (DETAIL),"2,158",38,250,
8054082D,PARACETAMOL UBI 500MG CP (DETAIL),67,62,200,
8054082,PARACETAMOL UBI 500MG CP B/1000 CH,7,1,"14,890",
8181337D,PREGASAFE 150MG GEL B/30  (DETAIL),5,0,"4,150",
8181320D,PREGASAFE CPR 75MG BT30  (DETAIL),8,0,"3,100",
8009911D,RILIF 100MG CP B/100  (DETAIL),14,9,500,
8075380D,T AFENAC 100MG CP   (DETAIL),17,4,"1,200",
8517240,T AFENAC 100MG CP B/100,1,1,"11,570",
8019915D,T-CET 10MG CP B/100                  (DETAIL),6,2,"1,200",
2258197D,TOCID 20MG GEL B/100                 (DETAIL),10,9,"1,100",
2295809D,VIT B DENK CP/DETAIL               ,6,9,900,
,,Nombre d'articles :,62,,
Code Géo :,DETAILS INJECTABLES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8054461,AMPICILL UBI 1G PDR SOL INJ/50,3,1,"17,220",
8015923D,AMPICILLINE UBI PDRE SOL INJ B/1DETAIL,7,14,350,
1544031D,APMALT 100MG/2ML S.INJ AMP B/5  (DETAIL),1,0,"2,800",
2278432D,ARTEMETHER UBI 20MG INJ B/10  (DETAIL),9,0,600,
8099475D,ARTEMETHER UBI 40MG INJ/DETAIL     ,4,5,800,
909945,ARTEMETHER UBI 80MG INJ DETAIL     ,13,2,"1,000",
3010269D,BECOZYME AMP INJ B/12               (DETAIL),10,10,400,
8423326D,DEXACYL Z 4MG IM/IV INJ B/10  (DETAIL),9,3,500,
2286242,DICLO DENK 75MG AMP INJ B/10       ,4,0,"2,890",
933643,DICLO DENK 75MG INJ/DETAIL         ,70,0,300,
2279058D,DICLOFENAC UBI 75MG INJ 10*10  (DETAIL),58,2,100,
8099512,DICLOFENAC UBI 75MG INJ B/100,10,4,"9,680",
1494861,DOLOCAP 40 INJ AMP 4ML B/6,2,0,"2,500",
3115761D,EXACYL SOL INJ AMP 5ML B/5           (DETAIL),5,0,"1,900",
2262193,GENTAMICINE 80MG INJ B/10,1,0,"2,330",
2277326D,GENTAMICINE PAN 40MG INJ/10  (DETAIL),16,2,450,
9997359D,GENTAMICINE PAN 80MG/2ML INJ (DETAIL),56,0,500,
8027814D,HB PLUS SOL INJ FL/5ML B/5  (DETAIL),8,0,"2,000",
8194423,HEPTAMINOL REN INJ 5ML/10 NF ,1,3,"4,550",
342135D,LAROSCORBINE AMP INJ 1G B/6  (DETAIL),3,0,505,
3152012,MAG 2 AMP INJ 10ML B/12            ,3,0,"3,800",
901022,MAG 2 AMP INJ/DETAIL,8,0,300,
2278780,MEXINE 200MG/2ML AMP INJ B/10      ,2,0,"4,200",
2278780D,MEXINE 200MG/2ML AMP INJ B/10        (DETAIL),10,8,450,
1327171,MYNOL 2.5G/5ML IM/IV AMP B/20,189,0,"5,600",
1327171D,MYNOL 2.5G/5ML IM/IV AMP B/20  (DETAIL),2,0,300,
8152985,NEUTROPAR 1000MG SOL INJ F/100ML,1,3,"1,250",
2001475D,NOVALGIN AMP INJ 5ML B/5            (DETAIL),94,0,"1,000",
8110449,PHARMALGAN 1G INJ F/100ML,4,0,"1,390",
2285745D,POLYVITA-M IV AMP B/5 (DETAIL),32,0,550,
3653317D,POTASSIUM CHL 10% 10ML CL B/10 (DETAIL),2,2,550,
8175503D,SODIUM CHL 10% 10ML B/10  (DETAIL),1,1,350,
2031507,SOMAZINA 500MG AMP INJ B/5  ,1,1,"18,890",
910001,SOMAZINA 500MG INJ DETAIL          ,5,3,"3,800",
2299977D,SOMAZINA AMP INJ 1G B/5             (DETAIL),1,0,"5,800",
3098583D,SPASFON INJ/DETAIL                 ,17,0,500,
2275333,TRIAM DENK AMP INJ B/10            ,4,1,"13,780",
2275333D,TRIAM DENK AMP INJ B/10             (DETAIL),48,-1,"1,400",
8142627,UCETAXIME 1000 INJ IM/IV B/50,131,2,"22,360",
3113638,VIT B12 GERDA 1000 AMP 4ML B/6     ,3,0,"2,120",
3113638D,VIT B12 GERDA 1000 AMP 4ML B/6       (DETAIL),1,0,400,
910017,VOGALENE INJ/DETAIL                ,36,0,350,
,,Nombre d'articles :,42,,
Code Géo :,DOULEURS ET FIERVRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8158189,ALGESIC 1G CPSEC B/8,3,0,825,
8158172,ALGESIC 500MG CP B/20,16,2,455,
8158195,ALGESIC EXTRA 500/65 CP PELL B/16,72,13,"1,100",
8152821,ANDOL 1000MG CP EFF B/8,1,3,"1,050",
8152838,ANDOL 500MG CP EFF B/16,1,2,"1,010",
8169750,ANDOL C 500MG/300MGMG CPR EFFV B/10,2,1,"1,140",
2273009,ANTIDOL COMP B/20                  ,3,0,785,
8178157,APRAMOL 1G CPR EFFV B/8,4,0,"1,240",
2270376,APRAMOL 500MG COMP B/20            ,2,2,900,
8115754,APRAMOL 500MG CP EFF 2X8,2,0,"1,270",
2288531,ARCET 500MG GEL B/20               ,4,0,420,
8644790,ASMETAMOL 250MG/5ML SUSP 100ML,2,3,"1,050",
3189819,ASPEGIC 1000 SACH B/20             ,5,2,"3,070",
3189363,ASPEGIC 100MG ENF BB SACH B/20     ,8,0,"1,580",
3270361,ASPEGIC 250 SACH B/20              ,2,1,"1,610",
2019475,ASPIRINE DU RHONE 100MG BEBE B/20  ,15,4,620,
3135261,ASPIRINE RHONE 500MG CP B/30       ,13,0,900,
3353153,ASPIRINE UPSA 1G CPR EFFV BT 20    ,5,3,"2,880",
3007681,ASPIRINE UPSA VIT C COMP EFF B/20  ,8,3,"1,280",
1604111,BOOSTEX CPR EFF 500/65MG BT10,5,2,"1,650",
8144827,CARDIO ASPIRINE 100MG CP B/30,35,10,"2,080",
1277951,CETALGIC 1000MG GEL MOLLE B/8,1,2,"1,240",
8173390,CETAMYL 1000MG CP B/10,1,2,"1,170",
1216731,CETAMYL 3% SUSP BUV F/90ML,8,2,"1,245",
1163631,CETAMYL 300MG PDR S/12,1,2,"1,035",
2279791,CIPHACET 3% SP F/90ML              ,55,3,"1,000",
8158203,CO ALGESIC 500/30 MG CP B/16,8,2,"1,900",
589921,COCIPHACET 400/200MG CP B/16,18,2,"1,300",
3322075,CODOLIPRANE COMP B/16              ,19,5,"2,090",
2279012,DOLAMINE COMP B/20,1,1,"2,340",
1341321,DOLIMEX 1000MG CP EFF B/8,1,3,"1,100",
1330181,DOLIMEX 1000MG SACHT B/8,1,4,"1,090",
1330151,DOLIMEX 200MG SACHET B/12,2,3,"1,300",
1330161,DOLIMEX 300MG SACHET B/12,7,4,"1,310",
1341311,DOLIMEX 500MG CP EFFV B/16,7,2,"1,170",
1330171,DOLIMEX 500MG SCHT B/12,3,3,"1,130",
8123216,DOLIMEX MIGRAINE CP EFF B/16,7,1,"1,570",
1189211,DOLIPRANE 1000MG CP B/8                ,137,7,"1,280",
3529422,DOLIPRANE 1000MG CP EFF B/8        ,266,122,"1,480",
3480911,DOLIPRANE 100MG SUPPO B/10      ,1,0,"1,240",
3480940,DOLIPRANE 150MG SUPPO /10    ,3,2,"1,240",
3461546,DOLIPRANE 2.4% SP F/100ML,2,0,"1,630",
3499916,DOLIPRANE 200MG SACH B/12          ,2,3,"1,365",
3480986,DOLIPRANE 200MG SUPPO ENF B/10     ,2,1,"1,240",
3499945,DOLIPRANE 300MG PDRE SACH B/12     ,25,2,"1,360",
3481017,DOLIPRANE 300MG SUPPO/10     ,4,2,"1,240",
1432881,DOLIPRANE 500MG COMP EFF B/16      ,41,16,"1,500",
3232018,DOLIPRANE 500MG CP B/16            ,15,4,"1,210",
3233153,DOLIPRANE 500MG SACHET B/12      ,9,2,"1,190",
3338194,DOLKO SOL.PEDIAT.90ML              ,5,0,"1,320",
809249,DOLYC 500MG CPR B/20               ,2,0,640,
8105098,DOLYC CPR 1000MG BT10,9,2,840,
2287595,EFFADOL SOL BUV F/100ML            ,55,19,"1,300",
3390579,EFFERALGAN 150MG B/10 SUPPO        ,6,3,"1,260",
0128111,EFFERALGAN 1G COMP EFF B/8         ,436,151,"1,460",
2277763,EFFERALGAN 250MG SACHET BTE 12     ,4,2,"1,350",
2277852,EFFERALGAN 300MG SUPPO B/10        ,4,0,"1,390",
3257001,EFFERALGAN 500MG COMP EFF B/16     ,229,65,"1,570",
3036121,EFFERALGAN 500MG COMP SECS B/16    ,21,3,"1,390",
8157853,EFFERALGAN 600MG SUPPO AD            ,2,0,"1,420",
2277987,EFFERALGAN 80MG BB SUP B/10        ,3,2,"1,170",
2277266,EFFERALGAN CODEINE COMP EFF/16     ,13,2,"2,380",
8114134,EFFERALGAN CODEINE CP B/16,25,3,"2,190",
2277421,EFFERALGAN PED SOL BUV FL/90ML     ,233,0,"1,340",
3648546,EFFERALGAN TAB 1G CP B/8,39,14,"1,390",
3637324,EFFERALGAN VIT C COMP EFF B/16  ,135,30,"1,500",
8035908,KINAL CODEINE GEL B/18             ,9,3,"1,860",
8178306,KLIPAL CODEINE 25/300MG CP B/16,12,3,"1,560",
8178677,KLIPAL CODEINE 600/50MG CPR B/12      ,36,3,"2,110",
2276060,LIC PARAC 500MG CPR B/16           ,27,0,385,
8147091,NESTEFFER 1000MG CP EFF B/8,2,2,"1,240",
8152608,NESTEFFER 125MG/5MLNN ENF100ML,1,1,"1,240",
3417350,PANADOL 2% SUSP BUV ENF/NOUR FL/90 ,667,45,"1,320",
3361514,PANADOL 500MG CPR EFFERV BT 12     ,3,2,"1,250",
2295413,PANADOL ACTIFAST 500MG CP B/20     ,4,2,"1,860",
9001449,PANADOL ADVANCED 500MG CP PELI/SEC B/16     ,230,17,"1,190",
2295436,PANADOL EXTRA 500MG CP B/20        ,36,3,"1,280",
2297524,PANALGIC CPR EFFV B/16             ,4,1,"1,300",
8342303,PANOL 250MG SP F/60ML              ,702,681,735,
2299635,PARA DENK CP 500MG BL2X10          ,1,1,755,
8398864,PARACAF CPR B/20                   ,49,4,900,
3820057,PARACETAMOL BGR 500 CP B/16,1,0,700,
1327191,PARAMED 0.3% SIROP F/100ML,"1,434",42,830,
1327181,PARAMED 1G SACHET B/10,1,3,"1,000",
1280261,PARAMED 500MG CP B/20,305,45,300,
1525651,PARAT UNE SP FL/100ML,9,0,"1,160",
1606871,PARATEX SIROP 125MG/5ML F/60ML,266,0,530,
2274569,PAROL 250MG SUSP BUV FL/100ML      ,172,4,"1,720",
2274517,PAROL 500MG CP B/30                ,7,3,"1,210",
1588741,PCM 1G CP B/16,3,0,"1,250",
1207511,PCM 250MG SP F/60ML,11,2,"1,000",
2254791,PLAPAR SUSP BUV F/60ML             ,1,0,880,
9001308,RALDOL CP B/10                     ,26,2,"1,130",
8163747,ROIPAR 1000MG CP EFF B/16,9,3,"2,230",
1393201,ROIPAR 125MG SIR F/100ML,2,1,"1,105",
8175489,ROIPAR 500MG CP EFF B/16,5,0,"1,200",
8163753,ROIPAR PLUS CP EFF B/16,1,2,"2,200",
2009838,SARIDON COMP B/10                  ,26,2,"1,250",
3488516,SEDASPIR COMP B/20                 ,78,13,"1,990",
8386430,STRIMOL EXTRA CP B/20,10,2,"1,750",
1205181,XYKAA EXTEND 1000MG CP B/20,1,2,"3,030",
,,Nombre d'articles :,101,,
Code Géo :,ETAT GRIPPAL,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1523431D,AARCOLD 325MG/5MG/2MG CP B/100  (DETAIL),12,20,300,
8423349D,AFINE 500MG CPR PELL SEC B/20  (DETAIL),20,3,300,
8310504,ANTIGRIPINE VIT C CPR BT 12        ,1,1,"1,780",
1548391,APFLU PDR EFF SACH B/10,6,12,"2,475",
3019407,COQUELUSEDAL ENF SUPPO,1,1,"1,790",
3756046,COQUELUSEDAL SUPPO NOUR            ,1,1,"1,890",
2256318,DOLIPREX SACHET B/8                ,3,0,"1,790",
3412559,DOLIRHUME COMP B/16                ,2,0,"2,690",
3527133,EUPHON PASTILLE MENTHOL            ,1,0,"3,240",
8110900D,FEBRILEX PLUS CP BLIST X 4    (DETAIL),406,26,450,
3270591,FERVEX AD SACHET B/8               ,32,21,"2,590",
3351579,FERVEX ENF GLES SACH B/8           ,3,3,"2,560",
0805771,FERVEX GOUT FRAMBOISE AD SCHT B/8,14,5,"2,590",
8147211,GRIPEX 4.5MG PDRE SUSP BUV SACH,33,9,"2,700",
1408741,GRIPMAX CP B/10,17,4,"1,200",
3447463,HUMEX RHUME CPR JOUR ET NUIT       ,5,1,"2,535",
8081802,LITACOLD CPR 20XBL4,17,28,"5,500",
980818,LITACOLD CPR DETAIL PL/4           ,"1,120",13,300,
1618841,LITACOLD SINUS 325/5MG CP B/16,22,0,"2,070",
8166697,MEDICOLD RELIEF CP B/20,2,1,"1,960",
8142538,NEUTROCOLD 2/5/500MG CP/100,1,0,"6,890",
8142538D,NEUTROCOLD 2/5/500MG CP/100  (DETAIL),188,20,250,
2256034,PHARMAGRIP SS GEL B/14             ,10,0,"1,790",
2255394,PHARMAGRIP SUSP SACH B/10          ,1,0,"2,670",
1425391D,RAPIDEX 500/10/30/2.5MG CP B/80  (DETAIL),40,8,350,
1261661,REMIFLU 500MG/10MG/2.5MG CP B/10,50,16,"2,300",
8111822,RHUMAGRIP COMP                     ,18,9,"1,585",
8173409,RHUMIX 50MG SACHET B/10,1,1,"2,690",
9003543,RHUVEX ADULTE SACH B/8 ,3,0,"1,515",
2268385,RINOGRIP SACH B/10                 ,3,2,"2,550",
1242251,RINOGRIP SS SACH B/10,4,3,"2,550",
8003682,RINOMICINE 10MG SACH B/10          ,22,6,"2,000",
1198451,STREPSILS MIEL CITRON PAST B/24    ,2,0,"7,739",
3695474,STREPSILS ORANG VIT C B/24         ,1,0,"8,750",
1567281,TOUX RELIEF PAST MENTH B/12,9,1,"1,830",
2278395,TRIFED PLUS COMP B/20              ,203,27,"1,210",
3111154,VALDA PAST BOITE FER/60            ,19,0,"1,255",
8139453,VALDA PAST DIET S.SUCRE B/60,12,0,"1,530",
1279041,Z-COLD CPR B/80,3,1,"5,000",
8440201D,Z-COLD CPR B/80  (DETAIL),237,-8,250,
,,Nombre d'articles :,40,,
Code Géo :,FORTIFIANTS 1,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2031795,ACFOL 5MG CPR B/25                 ,27,11,"2,010",
8097677,ALFER SUSPENSION 200ML,4,1,"2,755",
2278627,ALVITYL APPETIT SP FL/100ML,1,1,"4,330",
4555344,ALVITYL PLUS CP B/40               ,1,1,"4,630",
2261064,AMIFER SIROP F/200ML               ,39,7,"2,890",
2296134,APETIL PLUS F/100ML                ,25,3,"2,990",
3000000853115,APMALT FOL 100MG/0.350MG CP EFFER B/12,2,0,"4,100",
1507161,APMALT SP F/100ML,36,4,"5,850",
8305590,APPETINE VIT SP 100ML,1,2,"2,620",
1207521,APPITOR SP F/100ML,8,3,"2,200",
3006316,ARGININE VEYRON SP FL/250ML        ,3,1,"5,260",
3006629,ARPHOS B12 AMP BUV 10ML/20         ,5,0,"4,840",
4677308,ARTHROSTOP PLUS CP B/30            ,7,2,"7,270",
2282787,ASTYFER SP F/110ML                 ,1,2,"2,590",
2283083,ASTYMIN FORTE CAPS B/20            ,3,3,"3,170",
2283120,ASTYMIN SN INJ PERF F/200ML        ,3,1,"5,850",
2282988,ASTYMIN SP F/110ML                 ,6,1,"3,250",
8071896,BIBA SP FL/100ML,16,34,"2,480",
8043167,BIOFAR CALC+MAGN CP EFF B/25       ,34,2,"3,360",
4035685,BIOFAR CALCIUM D3 CP EFFV /20      ,10,3,"3,425",
8031827,BIOFAR FER+AC FOLIQ CP EFFV        ,11,2,"3,400",
2294508,BIOFAR MAGNESIUM B6B2              ,17,1,"3,830",
8010185,BIOFAR MULTI 12 MINRX CP EFF B/20,19,2,"4,040",
8043144,BIOFAR MULTIVIT 12 CPEFFV T/20     ,10,4,"3,440",
8031804,BIOFAR MULTIVIT KID CP EFFV/20     ,2,2,"3,530",
2294514,BIOFAR POT+MAG CP EFF B/20,13,3,"3,360",
8031810,BIOFAR VIT ACE SE ZN CP EFFV/20    ,17,1,"4,190",
2294537,BIOFAR VIT C1000 CP EFFV T/20      ,14,1,"3,610",
8043204,BIOFAR ZINC ORGANIQ CP T/20        ,9,2,"4,050",
2252160,BIOFER 12 SP F/200ML               ,8,2,"2,490",
2283858,BIOFERON SUSP BUV F/200ML          ,2,0,"2,070",
1254651,BIO-RITMO AMP 10ML B/20,5,4,"4,590",
3016450,CA C 1000 COMP EFF T/10            ,344,114,"2,690",
2253403,CA C1000 ORANGE CP EFF/10,17,3,"2,690",
3016591,CALCIBRONAT COMP EFF B/20          ,3,3,"2,450",
2255106,CALCID DENK CP EFF B/20            ,4,0,"5,510",
1107961,CALGEN 500/250UI CP B/30,1,15,"3,450",
1474651,CALSOURCE 500MG CP EFF B/20  ,28,6,"2,810",
8386401,CAMVIT PLUS GEL B/30,3,1,"4,000",
2288643,CAPLEX SP F/100ML,24,0,"1,300",
8123736,C-CAL GRAN EFF SACH B/10,88,6,"1,840",
9001082,CEVIT VIT C 100MG CPR B/10         ,2,6,"1,930",
1597451,CHERRY SIROP FL/200ML,2,0,"2,340",
8167320,CHOCOFER 50/0.5 SP F/200ML,1,0,"3,775",
8180148,CHONDROGEN CP B/20,1,1,"4,990",
8182845,CIPTADINE 4MG CP BT/30             ,6,2,"1,380",
1269061,CROSSCAL 500MG/500UI CPR PELLB/15,1,2,"4,135",
8105201,CYPON SIROP,1,2,"4,010",
1244561,DESYREL S BUV F/200ML,3,3,"2,690",
1326891,DEXORICH SP 200ML,3,2,"2,070",
8169827,DYNAMOGEN AMP BUV B/20             ,18,21,"4,395",
2297346,ESCODYNE CPR EFFV B/10             ,43,7,"2,090",
1417051,FAMCAL 250MG/100UI CP B/30,17,3,"4,270",
8114631,FEDATE GEL B/30,41,4,"2,550",
8055147,FEDATE SP FL 200ML                 ,128,53,"3,030",
8142165,FEKEY 33MG SP FL/200ML,2,2,"2,550",
8182118,FEMIFER SP F/200ML,7,2,"3,500",
8147665,FENUGREC VZ SP F/150ML,3,2,"2,480",
8170782,FER PLUS 71MG SOL F/250ML,2,0,"6,680",
8105218,FERACID GEL B/36                   ,1,1,"1,940",
8123877,FERAMALT 100MG GEL B/20,12,3,"5,440",
2287603,FERAMALT SOL BUV F/100ML           ,65,9,"6,350",
1525621,FERAT UNE 120MG SP FL/100ML,18,1,"3,150",
1354051,FERBOVIT SP F/225ML,84,6,"3,150",
2269580,FERCEFOL CPR B/30                  ,8,3,"1,750",
2269597,FERCEFOL SP F/150ML                ,28,11,"1,915",
8416705,FEREMI SP 200ML,2,1,"2,340",
1600971,FERFOLTONE GEL B/30                ,3,1,"1,050",
8170150,FEROGLOBIN B12 SP F/200ML,3,2,"7,080",
2291792,FEROX SP F/200ML                   ,4,1,"3,750",
1404441,FEROXYDE SP FL/100ML,6,2,"2,835",
1596241,FEROXYDE-B9 SIROP FL/150ML,13,0,"3,580",
8150880,FERPLEX 40MG ORALE F/15ML X10,5,3,"6,060",
8181219,FERREX FORTE SP F/200ML,6,2,"1,930",
2280624,FERRIC CIT AMM UBI SP F/200ML      ,6,0,"2,270",
1297031,FERROFIT PLUS SP F/200ML,35,3,"2,500",
1215771,FERROFIT SP F/200ML,533,67,"1,300",
8160430,FERTILO FORTE DENK SACH B/30,2,1,"13,630",
5130397,FERTIMAX CP B/60                   ,1,1,"28,660",
8145117,FIFER 160MG/7.5/0.5 SIR F/200ML,4,2,"2,410",
8596908,FINANEMI 300MG/1MG CP B/30,4,2,"1,515",
8585307,FINANEMI SP F/200ML,3,2,"2,320",
8169603,FOLICIL 5MG CP B/20,8,0,"1,765",
2263063,FOLIFER CPR B/60                   ,9,0,"5,180",
8146341,FORTALINE 500MG CAPS B/20          ,6,2,"3,725",
2292811,FORTALINE SP F/100ML              ,4,0,"6,440",
2295011,FORTICOL SUSP AMP BUV 10ML B/20    ,2,0,"3,950",
3041809,FUMAFER COMP B/100                 ,4,3,"1,900",
2293236,FUMARATE AC FOL TM 0.2/100,90,9,"1,580",
1321641,GAMALATE B6 COMP B/20              ,5,2,"4,310",
1321651,GAMALATE B6 SOL BUV FL/80ML        ,6,4,"4,040",
2286029,GENES FER CPR EFFV B/12            ,1,1,"3,710",
2286012,GENES JUNIOR CPR EFFV BL B/10      ,1,2,"2,720",
2286006,GENES MULTI AD CP EFF B/10         ,3,1,"2,740",
2286035,GENES PLUS CPR EFFV BL B/12        ,63,2,"3,750",
2267635,GENES VIT MAGNESIUM CP B/10        ,2,2,"3,030",
7104754,GESTARELLE G CAPS B/30             ,1,1,"4,920",
1223651,GLUCART CP B/10,4,2,"1,700",
