GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
1308041,23 FAMOS VIOLETTE 200ML,1,2,"1,200",
8170569,ACNET LAIT MEDICAL 250ML,1,2,"3,850",
8142047,ACNET LOTION MEDICALE F/125ML ,3,2,"4,530",
8155759,ACNET SAVON MEDICAL 250GR,5,5,"1,120",
8139252,AMARYS CROIS CHEV PDE CAPIL100,2,0,"2,810",
7798099,AMARYS LAIT CORPS AMANDE F/400ML      ,1,1,"5,225",
7798107,AMARYS LAIT SOJA PURIF 400ML       ,5,2,"5,920",
6126518,AVENE CICALFATE +CREME 100ML,1,1,"11,500",
1334851,AVENE CLEAN HYDR CR APAIS F/40ML,1,0,"10,660",
8172746,AVIATOR DEO SPRAY BLACK 200ML,4,1,"2,080",
CM13,BABYTIME COUCHE AD LARGE PREDO,1,2,"10,000",
1582791,BELLE PO CREME DE VISAGE,1,1,"3,020",
1582771,BELLE PO SAVON GOMMANT EXTRA 500G,3,1,"4,700",
1391991,C PLUS GANT CORP HAMMAM NOIR,1,0,"1,890",
1254811,C PLUS GANT EXFOL VIS/CORP,1,0,"1,890",
1683061,C PLUS GANT TOILET EXFOL RAYURE,2,0,"1,890",
1625961,CERAVE LAIT HYDRA 437ML,5,1,"13,640",
2270241,CHANTAL ROJANE ALTESSE             ,5,0,"2,700",
2295956,CHANTAL ROJANE EDT H BOSS,1,0,"2,200",
6095743,CICASTIM S GEL SILICONE F/15ML,1,0,"11,285",
1579881,CLARABEL LAIT ANTI TACHE 400ML,1,0,"2,270",
1442571,CLARABEL LAIT APAIS 250ML,4,0,"1,240",
1442581,CLARABEL LAIT APAIS 400ML,2,1,"2,270",
1442611,CLARABEL LAIT FRAICHEUR 250ML,2,1,"1,500",
2475348,CLARABEL LAIT REVITAL 250ML,5,0,"1,660",
2289915,CLARIAN CLARTE LAIT ECL 250ML      ,2,2,"4,465",
2279130,CLARIAN GEL DOUCHE MOUSS F/250ML   ,1,1,"4,230",
2289921,CLARIAN PRESTIGE LAIT              ,1,1,"4,220",
8173792,CLARIAN SAV GOMMANT 150G,7,2,"1,980",
2296358,CLARIAN SERUM SALIC 2% 100ML       ,2,1,"3,610",
8789375,COUCHE AD SMILEY LAR B/10,2,2,"4,530",
1364251,COUCHE AD SMILEY MED B/12,14,2,"4,140",
1364271,COUCHE AD SMILEY XL B/8,3,0,"4,530",
1364231,COUCHE BB JOYA STD 9-18KG P/34,1,0,"4,490",
8155794,COUP D'ECLAT HUILE CORPS ECL F/100ML,7,2,"2,950",
8156285,COUP D'ECLAT LAIT ANTISEPTIQUE F/250ML,8,2,"3,400",
8155788,COUP D'ECLAT LOTION PURIFIANTE F/125ML,3,0,"2,950",
8155771,COUP D'ECLAT SAVON GOM 250GR,5,1,"1,250",
1736751,DEXERYL CREME T/250G               ,22,3,"3,790",
8316205,DOP SHAM OEUF 100ML,11,4,520,
7967484,DUCRAY ICTYANE HD CR EMOLLIENT 50ML,2,1,"11,960",
2271298,EBENE KIT COLOR NOIR FEMME         ,1,2,"3,130",
2274003,EBENE KIT COLOR NOIR HOMME         ,6,2,"3,440",
1350991,ECLADERMA CLAS GEL MOUSS 250ML,2,0,"2,360",
2288258,ECLADERMA CLAS LAIT ECLAIR 250ML   ,7,2,"3,470",
2289766,ECLADERMA CLAS LOT PURIF 125ML,4,1,"2,490",
2289737,ECLADERMA CLASSIC HUIL GLYCER 125ML,2,1,"3,470",
8123854,ECLADERMA CLASSIC SAV ANTISEPT 225G,33,4,"1,140",
8158114,ECLAT LIGHT CR VIS POT 50G,2,1,"4,000",
8151951,ECLAT LIGHT GEL DCH ECLR 250ML,3,1,"2,830",
8351673,ECLAT LIGHT LAIT ECLAIRC 250ML,14,0,"2,815",
8151945,ECLAT LIGHT LOT ANTISEPTIQ F/100ML,3,1,"2,270",
8158120,ECLAT LIGHT SAVON ANTISEPTIQUE PAIN 250G,7,0,"3,000",
8151939,ECLAT LIGTH HUIL ECLAIR 60ML,4,0,"2,830",
8163598,EOL LE SAVON PUR ECLAT 200G,9,2,"2,830",
9210029,FOREVER ALOE EVER-SHILEY ANTI-TRANSP,1,0,"6,000",
8354588,FREESENS EMULS CORP ULTRA HYDR F/500ML,1,1,"8,650",
8354602,FREESENS SAV MARSEILLE ORANGE F/1L*,1,2,"7,620",
7731008,GLYCERINE DP PHARMA 125ML,2,0,"1,420",
7731014,GLYCERINE DP PHARMA 60ML           ,1,0,"1,020",
6553065,GLYCERINE GIL FL/60ML,1,0,"2,560",
1307951,GRAVITY PARFUM F/100ML,2,0,"3,840",
7730925,HUILE D'AMANDE DOUCE 50ML          ,1,0,"1,950",
8152028,IVANHOE BLACK EDP F/100ML,1,0,"8,880",
8160855,IVANHOE DEO SPR 200ML,2,0,"2,080",
1582871,JOSEPH CLARTE SAVON,3,3,"1,320",
1205121,LA ROCHE POSAY LIPIKAR AP LAIT CORPS F/400ML,1,0,"19,245",
9524584,LAINO BAUME SOINS LEVRES GREN,1,0,"2,325",
8102237,LE PETIT MARS LAIT HYDR F/250ML,1,0,"4,835",
8162251,LE PETIT MARS SAV BRUT P/300G,4,0,"2,985",
1552621,LINGETTE LUNETTE STRATEGIX B/30,1,2,"1,820",
2474298,MIRACLES CREM VIS LIF UV 40GR,3,0,"3,110",
1676031,MIRACLES GEL BAIN 450ML,2,1,"5,705",
2476836,MIRACLES GEL BAIN GOMMANT 450G,8,1,"5,190",
2474301,MIRACLES GEL CORR KORA 100GR,3,3,"3,630",
1833711,MIRACLES HUI VIT COL 10PC 35ML,1,1,"2,600",
1740691,MIRACLES LAIT CLAR AHA UV 350ML,2,1,"4,570",
2474306,MIRACLES LAIT LUM AHA 350ML,1,0,"6,220",
2474310,MIRACLES LOT TRA AHA 1PC 125ML,2,0,"3,000",
2474296,MIRACLES PUR BEU CACAO 250GR,3,0,"3,110",
1740641,MIRACLES SAV CREM CACAO 225GR ,11,3,"1,040",
1336541,MIXA EPS LAIT REPARATEUR F/250ML,1,0,"2,890",
8158025,MIXA LAIT CORPS DOUCEUR 250ML,1,0,"2,620",
1563751,MIXA LAIT ECLAT BEAUTE SATINAN F/400ML,7,0,"4,710",
2273340,MONT ST MICHEL EDC AMBREE 250ML,4,2,"5,600",
2273363,MONT ST MICHEL EDC FRAICHE INTENS F/250ML,2,2,"5,580",
2284527,NARTA DEO ATO CLASSIQ H 200ML      ,2,0,"2,980",
8168650,NEOTONE RADIANCE SPF50+FL30M,1,0,"13,780",
6113278,NEUTRADERM GEL CREME HYDRAT 400ML,1,1,"15,670",
6037841,NEUTRADERM GEL DCHE SURGRAS 500ML,2,0,"9,710",
6037844,NEUTRADERM SAV SURG DERMO 200G,3,1,"3,350",
8156084,NIVEA CREME HYDRAT B/60ML,2,0,"1,440",
8225543,NIVEA DEO BILLE FRESH ACTIV HOM F/50ML,3,0,"1,900",
2271775,NIVEA DEO ROLL 50ML FRESH NATU ,1,0,"1,950",
2271769,NIVEA DEO ROLL DRY FRESH MEN 50ML,3,0,"1,950",
2473253,NIVEA DEO SPRAY FRESH ACTIV MEN F/200ML,4,0,"2,855",
8604341,NIVEA LABELLO FRAISE STICK T/4.8G,2,0,"2,610",
1524461,NIVEA LAIT ALOE VERA HYDR 250ML ,4,0,"2,690",
8165686,NIVEA LAIT COCOA BUTTER 250ML ,3,0,"2,700",
8155995,NIVEA LAIT FAIRNESS 250ML 83805,1,0,"2,655",
2285691,NIVEA LAIT HYDRA RAFF Q10 250ML    ,11,2,"2,760",
1038341,NIVEA LAIT MAX HYD F/250ML,10,0,"2,760",
6686240,NIVEA LAIT NOUR 250ML BLEU,4,0,"2,695",
2262425,NIVEA LAIT NOUR 400ML BLEU,1,0,"3,910",
1233431,NIVEA LAIT Q10 400ML,1,0,"3,745",
4005900313270,NIVEA LIPBALM BLACKBERRY,1,0,"2,650",
8604335,NIVEA LIPBALM HYDRO CARE STICK T/4.8G,1,0,"2,610",
6579389,NIVEA LOT TON PN PM 200ML,2,0,"4,720",
1579411,NIVEA MEN DEO 200ML DRY FRESH,1,0,"3,050",
2473259,NIVEA SPRAY SILVER MEN 200ML,1,0,"2,950",
8310444,NIVEADEO BILLE BLACK &WHITE MEN F/50ML,2,0,"1,900",
7385612,NOBACTER SAV PX SENSIBLE 100G      ,1,1,"4,220",
8349966,NOURRICE HUILE HYDR REPAR F/125ML,5,1,"6,000",
0654321,PARICLAIR HUILE CAR CLAR 125ML,2,2,"6,500",
833523,PARICLAIR LAIT MAXITONE F/250ML,1,0,"4,600",
5333252,PARICLAIR LAIT SUPER F/250ML,1,0,"4,000",
5653,PARICLAIR SAVON GOMMANT,9,3,"1,500",
33116,PRESTIGE SAVON CARROTTE,9,12,"7,500",
1599031,PURE NET CR VISAGE 30G,8,0,"2,500",
1599061,PURE NET LAIT CLARIFIANT F/250ML,1,0,"3,500",
1599051,PURE NET SAVON CLARIFIANT P/450G,1,0,"3,500",
85696,RHODESCLAIR HUILE F/200ML,2,3,"9,100",
8186458,ROGE CAV LAIT ROSE 250G LOT/2,3,0,"8,360",
2565976D,ROGE CAV SAV AMAND VERT3*250G*1  (DETAIL),1,0,"3,500",
2565953,ROGE CAV SAV FLEUR COTON 3*250*1,3,0,"14,745",
6491376,ROGE CAV SAV LAIT MIEL LOT/3+1OFF,1,0,"14,645",
8186369,ROGE CAVAIL SAV SURGR 250G,1,0,"4,975",
7778205,ROGER CAVAIL GEL DOUCHE FLEUR DE COTON F/400ML,2,0,"8,485",
7694170,ROGER CAVAIL SAV LAIT MIEL LOT DE 250GX2,11,0,"7,270",
7294660,ROGER CAVAIL SAV SURGR 2X250G,3,0,"7,700",
7402546,ROGER CAVAIL SOIN HYDRA CORP 300ML,5,0,"11,305",
8172752,SAVON DIADERMINE PEAU SECHE 100,2,0,"1,440",
632323,SAVON ECLAT CLAIR ,88,25,800,
632324,SAVON ECLAT MEDICAL,164,108,750,
2285780,SAVON FLORA SUPER ANTI MICR 200G,22,0,755,
2285797,SAVON FLORA SUPER ECLAIRC 200G,12,0,755,
0301,SAVON NATHALIA ECLAIRSISSANT ,42,96,700,
0300,SAVON NATHALIA MEDICAL ,35,33,700,
8144307,SAVON ST JEAN L MED CLARIF 200G,23,2,"1,500",
1443191,SEBIONEX LOTION MICEL F/250ML,2,0,"7,010",
9999886,SHE COOL DEO SPRAY F/150ML,1,1,"1,875",
8530996,SHE DEO PRETTY SPRAY F/150ML,4,0,"1,800",
8531004,SHE IS DEO SPR F/150ML,1,0,"1,965",
8531027,SHE IS DEO SWEET SPR F/150ML,1,0,"1,965",
8531010,SHE IS FUN DEO SPR /150ML,1,0,"1,965",
9994199,SIVODERM CR DEPILATOIRE 60ML,20,3,880,
8151879,SIVODERM SAV COLLAGENE 150GR,2,2,600,
9994499,SIVODERM SAV GOMMANT P/230G,5,0,865,
8151891,SIVODERM SAV HERBAL P/180GR,1,1,745,
8151856,SIVODERM SAV HUIL ARGAN 150/G,2,0,600,
2252473,SO WHITE LAIT SKIN PERF 500ML,3,0,"9,390",
8146370,TOPICREM DA BAUME EMOL F/500ML,1,1,"15,100",
5101935,TOPICREM LAIT ULTRA HYDRA CORPS F/500ML   ,1,1,"12,900",
3700281705096,TOPICREM ULTRA-HYDR HUILE DE DCHE F/500ML,1,0,"7,080",
8142952,TOUL SAV BIOGOMMANT PAIN 150G,1,0,"2,040",
8123794,TOUL SAVON BIOCLARIFIANT150G,3,2,"1,140",
1396791,UNIK TEINT GEL DCHE 500ML ,1,1,"6,130",
1396801,UNIK TEINT LOTION  DERMAQ 125ML,1,0,"4,680",
8175549,URIAGE EAU THERM LAIT VELOUTE CORP F/500ML,2,0,"12,710",
8443139,VAGICARE SOL DERMIQ F/100ML,1,0,"3,475",
6409285,VEGEBOM SAVON PURIFIANT 100G                 ,14,2,"2,120",
8174225,VEGEBOM SAVON SURGRAS 100G,5,3,"2,320",
8151520,VEGEBOM SAVON TONIFIANT 100G,2,2,"2,290",
1299421,VIE FRAICHE EDC FL ORANGER F/250ML,2,2,"1,440",
8566793,VIE FRAICHE VETYVER EDC F/250ML,2,0,"1,430",
1299451,VIE FRAICHE VIOLET F/250ML,3,2,"1,385",
,,Nombre d'articles :,167,,
Code Géo :,DETAILS COMP/ GEL/ SACH,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8426046,ALLERGYL 25MG CP B/100,6,0,"3,440",
8426046D,ALLERGYL 25MG CP B/100  (DETAIL),36,9,350,
8130920D,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30  (DETAIL),348,5,150,
2297197,AMITRON 500MG GEL CH 50X10,32,3,"28,600",
8042216D,AMITRON 500MG GEL CH 50X10  (DETAIL),449,16,600,
2264648D,AMOXICILLINE CIPH 500MG GEL B/240  (DETAIL),70,8,600,
2296105D,AMOXICILLINE CREACIL 500MG B/100X12 GEL  (DETAIL),"1,405",67,900,
1429351,AMOXICILLINE HIKMA 500MG CP B/500,1,0,"24,860",
8054024D,AMOXICILLINE UBI 500MG GEL (DETAIL),279,5,850,
8054024,AMOXICILLINE UBI 500MG GEL B/10X12,16,3,"8,270",
2296128D,AMPIPHAR 500MG GEL DETAIL          ,22,14,600,
8310556D,ASPIRINE CI CP 500MG B100  (DETAIL),64,4,300,
3007681D,ASPIRINE UPSA VIT C COMP EFF B/20    (DETAIL),1,0,640,
8382633D,B VIT FORT CPR    (DETAIL),21,1,700,
8435080D,CACHNERVE GEL B/60  (DETAIL),2,0,"2,300",
2264306D,CAPTOPRIL DENK 25MG CP B/100        (DETAIL),8,4,900,
2252361D,CAPTOPRIL+HCT DENK 50/25MG B/100    (DETAIL),8,7,"1,200",
2026305D,CIPHACET 500MG CPR B/300 (DETAIL),61,17,200,
2271944D,CIPROFLOXACINE UBI 750MG CP (DETAIL),87,0,"1,200",
2271944,CIPROFLOXACINE UBI 750MG CP 10BL 10,17,3,"11,570",
1506601D,CONSTILEX 10G S.BUV SACH/15ML  (DETAIL),14,7,500,
2273794D,COTRIM FORT CRE 960 B/100X10  (DETAIL),171,27,450,
8054248,COTRIMOXAZOLE FORT UBI 960MC CP B/10X10,4,0,"6,890",
3028097D,DAONIL COMP 5MG B/100                (DETAIL),6,0,850,
2264447,DICLO DENK 100MG RETARD CP B/10X10,6,2,"9,580",
2264447D,DICLO DENK 100MG RETARD CP B/10X10    (DETAIL),415,5,"1,000",
2264453,DICLO DENK 50MG CP B/100           ,2,3,"5,290",
2264453D,DICLO DENK 50MG CP B/100            (DETAIL),81,3,600,
2251574D,DISTEM CP B/50                       (DETAIL),1,2,"1,000",
8169827D,DYNAMOGEN AMP BUV   (DETAIL),89,-1,"1,100",
8098702D,DYNAPAR CPR 50 500MG B10 (DETAIL),8,1,900,
1530601,FINIFAT 500MG CP B/100,56,2,"5,250",
1530601D,FINIFAT 500MG CP B/100  (DETAIL),970,-4,300,
8440402D,GABEN 75MG/750MG GEL B/100  (DETAIL),18,3,"1,000",
8115725D,GASTRICID CP BL/50X4  (DETAIL),15,43,650,
2299612D,GENFORTE 400MG/500MG CP B/100 (DETAIL),43,8,"1,000",
8054047,IBUPROFENE UBI 400MG CPR 10BL10    ,151,4,"3,000",
905404,IBUPROFENE UBI 400MG CPR DETAIL     ,618,-1,300,
1437911D,LITAMOL 500MG EFF CP B/80  (DETAIL),48,0,350,
1455231D,LOPERAMIDE UBI 2MG GEL B/100  (DETAIL),17,2,"1,000",
9545504,MAALOX STICK SACH (DETAIL),498,-1,200,
2036137D,MALOXINE ND CP BL/3 PRES*50 (DETAIL),84,29,700,
2292136,METRONIDAZOLE 500MG QT CP 50BL10   ,2,0,"22,035",
2285627,METRONIDAZOLE 500MG QT CP DETAIL   ,699,24,450,
3072879D,NIFLURIL 250MG GELULE B/30           (DETAIL),54,1,800,
4351512,"OSMULE PDRE 5,6G SACH B/10         ",2,3,"2,760",
4351512D,"OSMULE PDRE 5,6G SACH B/10           (DETAIL)",29,3,300,
8054136D,OXACILLINE UBI 500MG GEL B/10X12  (DETAIL),4,4,"3,310",
2272754D,PARACETAMOL CRE 500BL/100X10  (DETAIL),"1,128",78,200,
8163121D,PARACETAMOL CREAT 500MG CP B/12X100  (DETAIL),"2,982",38,250,
8054082D,PARACETAMOL UBI 500MG CP (DETAIL),383,62,200,
8054082,PARACETAMOL UBI 500MG CP B/1000 CH,80,1,"14,890",
1544021,PARAMED 500MG CP B/1000,7,2,"8,800",
1544021D,PARAMED 500MG CP B/1000  (DETAIL),37,28,100,
8138287,RILIF 100MG CP B/100,73,0,"3,470",
8009911D,RILIF 100MG CP B/100  (DETAIL),57,9,500,
3192307D,SMECTA SACH B/30                     (DETAIL),12,26,150,
8075380D,T AFENAC 100MG CP   (DETAIL),11,4,"1,200",
8517240,T AFENAC 100MG CP B/100,5,1,"11,570",
8019915D,T-CET 10MG CP B/100                  (DETAIL),7,2,"1,200",
2258197D,TOCID 20MG GEL B/100                 (DETAIL),15,9,"1,100",
8429174D,TRIBIODERM POMMADE 1G SACHETS B/144  (DETAIL),123,94,100,
1312321D,VISCID SUSP BUV SACHET  B/20  (DETAIL),116,2,200,
2295809D,VIT B DENK CP/DETAIL               ,1,9,900,
1665861D,ZEMFORTE CP B/100  (DETAIL),4,1,"2,000",
1132481,ZOPAN DS 500MG CAPS B/100,1,0,"9,990",
1132481D,ZOPAN DS 500MG CAPS B/100  (DETAIL),2,8,"1,000",
,,Nombre d'articles :,67,,
Code Géo :,DETAILS INJECTABLES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2290143D,ACUPAN AMP INJ 2ML BT5               (DETAIL),9,0,750,
8054461,AMPICILL UBI 1G PDR SOL INJ/50,4,1,"17,220",
8015923D,AMPICILLINE UBI PDRE SOL INJ B/1DETAIL,45,14,350,
1544031D,APMALT 100MG/2ML S.INJ AMP B/5  (DETAIL),6,0,"2,800",
8099475D,ARTEMETHER UBI 40MG INJ/DETAIL     ,2,5,800,
909945,ARTEMETHER UBI 80MG INJ DETAIL     ,20,2,"1,000",
3010269D,BECOZYME AMP INJ B/12               (DETAIL),11,10,400,
3649735D,CALCIUM GLUC INJ 10ML/100  (DETAIL),22,0,650,
5705716D,CALCIUM GLUCON 10% AGUET AMP/10ML B/50  (DETAIL),26,10,650,
5454,CALCIUM GLUCON CIPH 10% INJ AMP B/10,5,0,"3,515",
8423326D,DEXACYL Z 4MG IM/IV INJ B/10  (DETAIL),45,3,500,
933643,DICLO DENK 75MG INJ/DETAIL         ,46,0,300,
2279058D,DICLOFENAC UBI 75MG INJ 10*10  (DETAIL),165,2,100,
8099512,DICLOFENAC UBI 75MG INJ B/100,32,4,"9,680",
3030881D,DICYNONE 250MG AMP INJ B/4  (DETAIL),2,2,860,
9997359D,GENTAMICINE PAN 80MG/2ML INJ (DETAIL),52,0,500,
8027814D,HB PLUS SOL INJ FL/5ML B/5  (DETAIL),5,0,"2,000",
8112744D,HEMAFER IM SOLUTION AMP INJ /5  (DETAIL),5,0,"3,310",
8194423,HEPTAMINOL REN INJ 5ML/10 NF ,3,3,"4,550",
1455221,LIDOCAINE UBI 2/100 INJ FL/20ML,30,2,"1,170",
3311077D,LOXEN 10MG INJ AMP 10ML BT 5         (DETAIL),7,3,"1,900",
3152012,MAG 2 AMP INJ 10ML B/12            ,1,0,"3,800",
901022,MAG 2 AMP INJ/DETAIL,19,0,300,
2278780,MEXINE 200MG/2ML AMP INJ B/10      ,11,0,"4,200",
2278780D,MEXINE 200MG/2ML AMP INJ B/10        (DETAIL),22,8,450,
5648711D,MIDAZOLAM AGT 1MG/ML 5ML B/10  (DETAIL),5,0,"1,550",
3400956487868D,MIDAZOLAM AGUET 50MG AMP/10ML PHYSIO B/10   (DETAIL),6,0,"2,910",
5652196,MIDAZOLAM PAN 5MG/1MLINJ B/10,4,0,"7,030",
1327171,MYNOL 2.5G/5ML IM/IV AMP B/20,70,0,"5,600",
2001475D,NOVALGIN AMP INJ 5ML B/5            (DETAIL),112,0,"1,000",
8110449,PHARMALGAN 1G INJ F/100ML,10,0,"1,390",
8403312,POLYVITA-M IV AMP B/5,53,1,"2,120",
2285745D,POLYVITA-M IV AMP B/5 (DETAIL),61,0,550,
3653317D,POTASSIUM CHL 10% 10ML CL B/10 (DETAIL),14,2,550,
5654752D,SODIUM CHL 0.9 AMP 10ML COL (DETAIL),1,0,415,
8175503D,SODIUM CHL 10% 10ML B/10  (DETAIL),5,1,350,
910001,SOMAZINA 500MG INJ DETAIL          ,5,3,"3,800",
2299977D,SOMAZINA AMP INJ 1G B/5             (DETAIL),7,0,"5,800",
3098583D,SPASFON INJ/DETAIL                 ,15,0,500,
8170463D,SPASMOSYL S.INJ B/6  (DETAIL),6,5,400,
2264016D,TRABAR 100MG INJ/DETAIL            ,1,3,910,
2275333,TRIAM DENK AMP INJ B/10            ,5,1,"13,780",
2275333D,TRIAM DENK AMP INJ B/10             (DETAIL),72,-1,"1,400",
8142627,UCETAXIME 1000 INJ IM/IV B/50,297,2,"22,360",
3113638,VIT B12 GERDA 1000 AMP 4ML B/6     ,1,0,"2,120",
3113638D,VIT B12 GERDA 1000 AMP 4ML B/6       (DETAIL),2,0,400,
2293271D,VIT C INJ 500MG/2ML TONG B/25  (DETAIL),2,0,84,
910017,VOGALENE INJ/DETAIL                ,99,0,350,
,,Nombre d'articles :,48,,
Code Géo :,DOULEURS ET FIERVRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8482317,AFRIDOL 125MG/5ML FL100ML,2,0,"1,000",
8158189,ALGESIC 1G CPSEC B/8,19,0,825,
8158172,ALGESIC 500MG CP B/20,26,2,455,
8158195,ALGESIC EXTRA 500/65 CP PELL B/16,60,13,"1,100",
8152821,ANDOL 1000MG CP EFF B/8,4,3,"1,050",
8152838,ANDOL 500MG CP EFF B/16,3,2,"1,010",
2273009,ANTIDOL COMP B/20                  ,15,0,785,
8178157,APRAMOL 1G CPR EFFV B/8,10,0,"1,240",
2270376,APRAMOL 500MG COMP B/20            ,5,2,900,
8115754,APRAMOL 500MG CP EFF 2X8,3,0,"1,270",
8644790,ASMETAMOL 250MG/5ML SUSP 100ML,9,3,"1,050",
3189819,ASPEGIC 1000 SACH B/20             ,7,2,"3,070",
3270361,ASPEGIC 250 SACH B/20              ,3,1,"1,610",
3122689,ASPEGIC 500 SACH B/20              ,4,1,"1,980",
2019475,ASPIRINE DU RHONE 100MG BEBE B/20  ,18,4,620,
3135261,ASPIRINE RHONE 500MG CP B/30       ,26,0,900,
3353153,ASPIRINE UPSA 1G CPR EFFV BT 20    ,5,3,"2,880",
3007681,ASPIRINE UPSA VIT C COMP EFF B/20  ,11,3,"1,280",
1604111,BOOSTEX CPR EFF 500/65MG BT10,6,2,"1,650",
8144827,CARDIO ASPIRINE 100MG CP B/30,70,10,"2,080",
1277961,CETALGIC 500MG GEL MOLLE B/16,1,2,"1,375",
8173390,CETAMYL 1000MG CP B/10,2,2,"1,170",
1216731,CETAMYL 3% SUSP BUV F/90ML,38,2,"1,245",
1163631,CETAMYL 300MG PDR S/12,6,2,"1,035",
2265139,CETAMYL 500MG COMP EFF B/16,11,2,960,
2279791,CIPHACET 3% SP F/90ML              ,113,3,"1,000",
589921,COCIPHACET 400/200MG CP B/16,18,2,"1,300",
3322075,CODOLIPRANE COMP B/16              ,40,5,"2,090",
2279012,DOLAMINE COMP B/20,7,1,"2,340",
1341321,DOLIMEX 1000MG CP EFF B/8,56,3,"1,100",
1330181,DOLIMEX 1000MG SACHT B/8,39,4,"1,090",
1330151,DOLIMEX 200MG SACHET B/12,12,3,"1,300",
1330161,DOLIMEX 300MG SACHET B/12,28,4,"1,310",
1341311,DOLIMEX 500MG CP EFFV B/16,63,2,"1,170",
1330171,DOLIMEX 500MG SCHT B/12,1,3,"1,130",
8123216,DOLIMEX MIGRAINE CP EFF B/16,30,1,"1,570",
1189211,DOLIPRANE 1000MG CP B/8                ,190,7,"1,280",
3529422,DOLIPRANE 1000MG CP EFF B/8        ,448,122,"1,480",
3480911,DOLIPRANE 100MG SUPPO B/10      ,3,0,"1,240",
3499879,DOLIPRANE 150MG SACH B/12          ,4,2,"1,365",
3480940,DOLIPRANE 150MG SUPPO /10    ,5,2,"1,240",
3499916,DOLIPRANE 200MG SACH B/12          ,7,3,"1,365",
3480986,DOLIPRANE 200MG SUPPO ENF B/10     ,8,1,"1,240",
3499945,DOLIPRANE 300MG PDRE SACH B/12     ,61,2,"1,360",
3481017,DOLIPRANE 300MG SUPPO/10     ,8,2,"1,240",
3232018,DOLIPRANE 500MG CP B/16            ,32,4,"1,210",
3233153,DOLIPRANE 500MG SACHET B/12      ,9,2,"1,190",
3338194,DOLKO SOL.PEDIAT.90ML              ,5,0,"1,320",
809249,DOLYC 500MG CPR B/20               ,2,0,640,
8105098,DOLYC CPR 1000MG BT10,26,2,840,
2287595,EFFADOL SOL BUV F/100ML            ,152,19,"1,300",
3390579,EFFERALGAN 150MG B/10 SUPPO        ,9,3,"1,260",
0128111,EFFERALGAN 1G COMP EFF B/8         ,587,151,"1,460",
2277763,EFFERALGAN 250MG SACHET BTE 12     ,4,2,"1,350",
2277852,EFFERALGAN 300MG SUPPO B/10        ,2,0,"1,390",
3257001,EFFERALGAN 500MG COMP EFF B/16     ,329,65,"1,570",
3036121,EFFERALGAN 500MG COMP SECS B/16    ,31,3,"1,390",
8157853,EFFERALGAN 600MG SUPPO AD            ,4,0,"1,420",
2277987,EFFERALGAN 80MG BB SUP B/10        ,5,2,"1,170",
2277266,EFFERALGAN CODEINE COMP EFF/16     ,39,2,"2,380",
8114134,EFFERALGAN CODEINE CP B/16,17,3,"2,190",
2277421,EFFERALGAN PED SOL BUV FL/90ML     ,353,0,"1,340",
3648546,EFFERALGAN TAB 1G CP B/8,71,14,"1,390",
3637324,EFFERALGAN VIT C COMP EFF B/16  ,285,31,"1,500",
8186783,FIDOL 125MG FL/100ML,2,0,"1,200",
8186808,FIDOL 250MG FL/100ML,12,0,"1,370",
8035908,KINAL CODEINE GEL B/18             ,19,3,"1,860",
8178306,KLIPAL CODEINE 25/300MG CP B/16,20,3,"1,560",
8178677,KLIPAL CODEINE 600/50MG CPR B/12      ,63,3,"2,110",
3515495,LAMALINE GEL B/16                  ,10,2,"2,340",
2276060,LIC PARAC 500MG CPR B/16           ,35,0,385,
8147091,NESTEFFER 1000MG CP EFF B/8,1,2,"1,240",
8152608,NESTEFFER 125MG/5MLNN ENF100ML,1,1,"1,240",
1549921,NESTEFFER EXTRA 500MG/65MG CPR B/20,2,2,"1,490",
3417350,PANADOL 2% SUSP BUV ENF/NOUR FL/90 ,951,45,"1,320",
3361514,PANADOL 500MG CPR EFFERV BT 12     ,9,2,"1,250",
2295413,PANADOL ACTIFAST 500MG CP B/20     ,2,2,"1,860",
9001449,PANADOL ADVANCED 500MG CP PELI/SEC B/16     ,309,17,"1,190",
2295436,PANADOL EXTRA 500MG CP B/20        ,40,3,"1,280",
2297524,PANALGIC CPR EFFV B/16             ,17,1,"1,300",
8342303,PANOL 250MG SP F/60ML              ,"2,977",681,735,
2299635,PARA DENK CP 500MG BL2X10          ,2,1,755,
2264915,PARA DENK SUPPO 250MG B/10         ,1,1,"1,195",
8398864,PARACAF CPR B/20                   ,67,4,900,
1675141,PARACET 3% SUSP BUV FL/100ML,160,0,950,
2284065,PARACO DENK 500/30 CP B/20,2,1,"2,070",
1327191,PARAMED 0.3% SIROP F/100ML,"1,746",42,830,
1327181,PARAMED 1G SACHET B/10,1,3,"1,000",
1280261,PARAMED 500MG CP B/20,860,45,300,
1525651,PARAT UNE SP FL/100ML,5,0,"1,160",
2274569,PAROL 250MG SUSP BUV FL/100ML      ,179,4,"1,720",
2274517,PAROL 500MG CP B/30                ,33,3,"1,210",
1511991,PCM 120MG FL 100/ML,4,4,900,
